Crawl_Date,Scheduled_Time,Actual_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Status,Actual_Tail,Aircraft_Type,Category
2026-02-21,2026-02-21 09:05,2026-02-21 09:03,Ho Chi Minh City,SGN,Vietnam Airlines,VN240,1,,Landed,VN-A896,A359,passenger
2026-02-21,2026-02-21 08:40,2026-02-21 08:26,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G806,1,,Landed,VN-A279,A321,passenger
2026-02-21,2026-02-21 07:55,2026-02-21 07:39,Ho Chi Minh City,SGN,Bamboo Airways,QH202,1,,Landed,VN-A227,A321,passenger
2026-02-21,2026-02-21 06:36,2026-02-21 06:11,Ho Chi Minh City,SGN,Vietnam Airlines,VN7218,1,,Landed,VN-A513,A20N,passenger
2026-03-01,2026-03-01 16:45,2026-03-01 16:58,Da Nang,DAD,Vietjet Air,VJ514,1,,Landed,VN-A661,A321,passenger
2026-02-21,2026-02-21 05:05,2026-02-21 05:29,Ho Chi Minh City,SGN,Bamboo Airways,QH292,1,,Landed,VN-A597,A321,passenger
2026-03-01,2026-03-01 17:30,2026-03-01 18:08,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A633,A321,passenger
2026-02-21,2026-02-21 03:10,2026-02-21 04:25,Ho Chi Minh City,SGN,Vietjet Air,VJ1166,1,,Landed,VN-A657,A321,passenger
2026-03-01,2026-03-01 18:05,2026-03-01 17:52,Da Nang,DAD,Sun Phuquoc Airways,9G932,1,,Landed,VN-A286,A21N,passenger
2026-03-01,2026-03-01 18:25,2026-03-01 18:38,Da Nang,DAD,Vietnam Airlines,VN174,1,,Landed,VN-A335,A321,passenger
2026-02-21,2026-02-21 03:40,2026-02-21 03:43,Ho Chi Minh City,SGN,Vietjet Air,VJ1196,1,,Landed,VN-A689,A320,passenger
2026-03-01,2026-03-01 19:35,2026-03-01 19:52,Da Nang,DAD,Vietjet Air,VJ516,1,,Landed,VN-A656,A320,passenger
2026-02-21,2026-02-21 02:35,2026-02-21 03:25,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G8802,1,,Landed,VN-A284,A21N,passenger
2026-03-01,2026-03-01 21:45,2026-03-01 21:39,Da Nang,DAD,Vietnam Airlines,VN6070,1,,Landed,VN-A363,A321,passenger
2026-02-22,2026-02-22 22:35,2026-02-22 22:42,Ho Chi Minh City,SGN,Vietnam Airlines,VN256,1,,Landed,VN-A879,B78X,passenger
2026-03-01,2026-03-01 23:25,2026-03-01 23:06,Da Nang,DAD,Bamboo Airways,QH148,1,,Landed,VN-A227,A321,passenger
2026-02-22,2026-02-22 20:05,2026-02-22 20:39,Ho Chi Minh City,SGN,Vietnam Airlines,VN218,1,,Landed,VN-A877,B78X,passenger
2026-03-02,2026-03-02 07:20,2026-03-02 06:53,Da Nang,DAD,Vietnam Airlines,VN154,1,,Landed,VN-A503,A21N,passenger
2026-02-22,2026-02-22 19:20,2026-02-22 19:38,Ho Chi Minh City,SGN,Vietravel Airlines,VU780,1,,Landed,VN-A289,A321,passenger
2026-03-02,2026-03-02 09:00,2026-03-02 09:17,Da Nang,DAD,Vietjet Air,VJ504,1,,Landed,VN-A542,A321,passenger
2026-02-22,2026-02-22 18:45,2026-02-22 19:09,Ho Chi Minh City,SGN,Vietnam Airlines,VN252,1,,Landed,VN-A865,B789,passenger
2026-03-02,2026-03-02 11:05,2026-03-02 10:47,Da Nang,DAD,Bamboo Airways,QH104,1,,Landed,VN-A596,A20N,passenger
2026-02-22,2026-02-22 16:05,2026-02-22 16:22,Ho Chi Minh City,SGN,Vietnam Airlines,VN214,1,,Landed,VN-A873,B78X,passenger
2026-03-02,2026-03-02 12:20,2026-03-02 12:20,Da Nang,DAD,Sun Phuquoc Airways,9G916,1,,Landed,VN-A906,A21N,passenger
2026-02-22,2026-02-22 14:10,2026-02-22 15:21,Ho Chi Minh City,SGN,Vietjet Air,VJ144,1,,Landed,VN-A812,A333,passenger
2026-03-02,2026-03-02 13:35,2026-03-02 13:33,Da Nang,DAD,Vietnam Airlines,VN166,1,,Landed,VN-A618,A21N,passenger
2026-02-22,2026-02-22 14:20,2026-02-22 14:10,Ho Chi Minh City,SGN,Vietnam Airlines,VN7046,1,,Landed,VN-A505,A21N,passenger
2026-03-02,2026-03-02 13:40,2026-03-02 13:55,Da Nang,DAD,Vietjet Air,VJ508,1,,Landed,VN-A643,A321,passenger
2026-03-02,2026-03-02 14:00,2026-03-02 13:50,Da Nang,DAD,Sun Phuquoc Airways,9G922,1,,Landed,VN-A285,A21N,passenger
2026-02-22,2026-02-22 13:05,2026-02-22 13:31,Ho Chi Minh City,SGN,Vietnam Airlines,VN246,1,,Landed,VN-A890,A359,passenger
2026-02-22,2026-02-22 12:10,2026-02-22 13:02,Ho Chi Minh City,SGN,Vietnam Airlines,VN7014,1,,Landed,VN-A865,B789,passenger
2026-03-02,2026-03-02 16:05,2026-03-02 15:49,Da Nang,DAD,Vietnam Airlines,VN7164,1,,Landed,VN-A501,A21N,passenger
2026-02-22,2026-02-22 11:05,2026-02-22 11:09,Ho Chi Minh City,SGN,Vietnam Airlines,VN244,1,,Landed,VN-A866,B789,passenger
2026-02-22,2026-02-22 09:00,2026-02-22 09:27,Ho Chi Minh City,SGN,Vietjet Air,VJ1120,1,,Landed,VN-A528,A21N,passenger
2026-03-02,2026-03-02 16:45,2026-03-02 17:02,Da Nang,DAD,Vietjet Air,VJ514,1,,Landed,VN-A578,A21N,passenger
2026-02-22,2026-02-22 09:20,2026-02-22 09:24,Ho Chi Minh City,SGN,Bamboo Airways,QH204,1,,Landed,PK-BBK,B739,passenger
2026-03-02,2026-03-02 17:30,2026-03-02 18:24,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A677,A321,passenger
2026-02-22,2026-02-22 08:25,2026-02-22 08:56,Ho Chi Minh City,SGN,Vietjet Air,VJ126,1,,Landed,VN-A526,A21N,passenger
2026-02-22,2026-02-22 07:05,2026-02-22 06:57,Ho Chi Minh City,SGN,Vietnam Airlines,VN6002,1,,Landed,VN-A363,A321,passenger
2026-03-02,2026-03-02 19:35,2026-03-02 19:50,Da Nang,DAD,Vietjet Air,VJ516,1,,Landed,VN-A668,A320,passenger
2026-02-22,2026-02-22 05:10,2026-02-22 05:05,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G8902,1,,Landed,VN-A284,A21N,passenger
2026-03-02,2026-03-02 20:15,2026-03-02 20:25,Da Nang,DAD,Vietravel Airlines,VU658,1,,Landed,VN-A129,A321,passenger
2026-02-22,2026-02-22 02:25,2026-02-22 02:51,Ho Chi Minh City,SGN,Vietjet Air,VJ1196,1,,Landed,VN-A657,A321,passenger
2026-02-23,2026-02-23 23:20,2026-02-23 23:33,Ho Chi Minh City,SGN,Vietjet Air,VJ164,1,,Landed,VN-A815,A333,passenger
2026-03-02,2026-03-02 22:15,2026-03-02 22:13,Da Nang,DAD,Sun Phuquoc Airways,9G942,1,,Landed,VN-A286,A21N,passenger
2026-02-23,2026-02-24 17:00,2026-02-23 19:07,Ho Chi Minh City,SGN,Vietjet Air,VJ146,1,,Landed,VN-A812,A333,passenger
2026-03-02,2026-03-02 22:15,2026-03-02 22:56,Da Nang,DAD,Vietjet Air,VJ518,1,,Landed,VN-A532,A321,passenger
2026-02-23,2026-02-23 17:45,2026-02-23 17:44,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G854,1,,Landed,VN-A281,A21N,passenger
2026-03-03,2026-03-03 09:20,2026-03-03 09:06,Da Nang,DAD,Vietnam Airlines,VN158,1,,Landed,VN-A324,A321,passenger
2026-02-23,2026-02-23 17:05,2026-02-23 17:13,Ho Chi Minh City,SGN,Vietnam Airlines,VN250,1,,Landed,VN-A866,B789,passenger
2026-02-23,2026-02-23 17:05,2026-02-23 16:48,Ho Chi Minh City,SGN,Vietnam Airlines,VN7292,1,,Landed,VN-A888,A359,passenger
2026-03-03,2026-03-03 11:05,2026-03-03 10:42,Da Nang,DAD,Bamboo Airways,QH104,1,,Landed,VN-A596,A20N,passenger
2026-02-23,2026-02-23 15:50,2026-02-23 15:40,Ho Chi Minh City,SGN,Bamboo Airways,QH242,1,,Landed,PK-BBK,B739,passenger
2026-03-03,2026-03-03 11:45,2026-03-03 11:43,Da Nang,DAD,Vietnam Airlines,VN6080,1,,Landed,VN-A363,A321,passenger
2026-03-03,2026-03-03 13:35,2026-03-03 13:32,Da Nang,DAD,Vietnam Airlines,VN166,1,,Landed,VN-A609,A321,passenger
2026-02-23,2026-02-23 15:05,2026-02-23 15:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN248,1,,Landed,VN-A894,A359,passenger
2026-02-23,2026-02-23 09:15,2026-02-23 09:25,Ho Chi Minh City,SGN,Vietravel Airlines,VU774,1,,Landed,VN-A289,A321,passenger
2026-02-23,2026-02-23 08:50,2026-02-23 08:50,Ho Chi Minh City,SGN,Vietjet Air,VJ176,1,,Landed,VN-A683,A321,passenger
2026-03-03,2026-03-03 17:30,2026-03-03 17:37,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A522,A321,passenger
2026-03-03,2026-03-03 22:15,2026-03-03 22:24,Da Nang,DAD,Sun Phuquoc Airways,9G942,1,,Landed,VN-A281,A21N,passenger
2026-03-03,2026-03-04 00:01,2026-03-03 23:49,Da Nang,DAD,Vietjet Air,VJ522,1,,Landed,VN-A629,A321,passenger
2026-03-04,2026-03-04 12:40,2026-03-04 13:13,Da Nang,DAD,Vietjet Air,VJ528,1,,Landed,VN-A633,A321,passenger
2026-02-24,2026-02-24 21:20,2026-02-24 22:37,Ho Chi Minh City,SGN,Vietjet Air,VJ196,1,,Landed,VN-A820,A333,passenger
2026-03-04,2026-03-04 16:15,2026-03-04 15:53,Da Nang,DAD,Vietnam Airlines,VN7164,1,,Landed,VN-A617,A21N,passenger
2026-02-24,2026-02-25 17:05,2026-02-24 20:45,Ho Chi Minh City,SGN,Vietnam Airlines,VN7230,1,,Landed,VN-A897,A359,passenger
2026-02-24,2026-02-24 20:05,2026-02-24 20:26,Ho Chi Minh City,SGN,Vietnam Airlines,VN218,1,,Landed,VN-A878,B78X,passenger
2026-03-04,2026-03-04 21:45,2026-03-04 21:52,Da Nang,DAD,Vietnam Airlines,VN6070,1,,Landed,VN-A363,A321,passenger
2026-02-24,2026-02-24 19:15,2026-02-24 19:22,Ho Chi Minh City,SGN,Vietjet Air,VJ152,1,,Landed,VN-A697,A21N,passenger
2026-03-04,2026-03-04 22:15,2026-03-04 22:17,Da Nang,DAD,Vietjet Air,VJ518,1,,Landed,VN-A656,A320,passenger
2026-02-24,2026-02-24 16:50,2026-02-24 18:42,Ho Chi Minh City,SGN,Vietjet Air,VJ134,1,,Landed,LY-MLI,A320,passenger
2026-02-24,2026-02-24 14:30,2026-02-24 15:28,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G838,1,,Landed,VN-A279,A321,passenger
2026-03-05,2026-03-05 09:20,2026-03-05 09:08,Da Nang,DAD,Vietnam Airlines,VN158,1,,Landed,VN-A503,A21N,passenger
2026-02-24,2026-02-24 13:30,2026-02-24 14:16,Ho Chi Minh City,SGN,Vietnam Airlines,VN7256,1,,Landed,VN-A336,A321,passenger
2026-03-05,2026-03-05 12:20,2026-03-05 12:26,Da Nang,DAD,Sun Phuquoc Airways,9G916,1,,Landed,VN-A281,A21N,passenger
2026-02-24,2026-02-25 07:05,2026-02-24 10:59,Ho Chi Minh City,SGN,Vietnam Airlines,VN6002,1,,Landed,VN-A363,A321,passenger
2026-03-05,2026-03-05 16:20,2026-03-05 16:28,Da Nang,DAD,Vietnam Airlines,VN172,1,,Landed,VN-A395,A321,passenger
2026-03-05,2026-03-05 17:30,2026-03-05 17:50,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A685,A321,passenger
2026-02-24,2026-02-24 10:05,2026-02-24 10:18,Ho Chi Minh City,SGN,Vietnam Airlines,VN208,1,,Landed,VN-A865,B789,passenger
2026-02-24,2026-02-24 09:20,2026-02-24 09:14,Ho Chi Minh City,SGN,Bamboo Airways,QH204,1,,Landed,PK-BBK,B739,passenger
2026-03-05,2026-03-05 19:35,2026-03-05 20:07,Da Nang,DAD,Vietjet Air,VJ516,1,,Landed,VN-A658,A320,passenger
2026-02-24,2026-02-24 09:00,2026-02-24 08:58,Ho Chi Minh City,SGN,Vietjet Air,VJ1120,1,,Landed,VN-A661,A321,passenger
2026-02-24,2026-02-24 08:54,2026-02-24 08:30,Ho Chi Minh City,SGN,Vietnam Airlines,VN7214,1,,Landed,VN-A338,A321,passenger
2026-03-05,2026-03-05 21:45,2026-03-05 21:59,Da Nang,DAD,Vietnam Airlines,VN6070,1,,Landed,VN-A363,A321,passenger
2026-03-06,2026-03-06 13:35,2026-03-06 13:30,Da Nang,DAD,Vietnam Airlines,VN166,1,,Landed,VN-A395,A321,passenger
2026-02-24,2026-02-24 07:55,2026-02-24 07:33,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G802,1,,Landed,VN-A281,A21N,passenger
2026-03-06,2026-03-06 13:40,2026-03-06 14:26,Da Nang,DAD,Vietjet Air,VJ508,1,,Landed,VN-A685,A321,passenger
2026-02-25,2026-02-25 03:43,2026-02-25 03:09,Ho Chi Minh City,SGN,Vietjet Air,VJ174,1,,Landed,VN-A687,A321,passenger
2026-02-24,2026-02-24 02:20,2026-02-24 02:44,Ho Chi Minh City,SGN,Vietravel Airlines,VU702,1,,Landed,VN-A129,A321,passenger
2026-03-06,2026-03-06 16:25,2026-03-06 16:13,Da Nang,DAD,Vietnam Airlines,VN7186,1,,Landed,VN-A617,A21N,passenger
2026-03-06,2026-03-06 17:30,2026-03-06 17:43,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A644,A321,passenger
2026-02-25,2026-02-25 22:35,2026-02-25 23:51,Ho Chi Minh City,SGN,Vietnam Airlines,VN256,1,,Landed,VN-A872,B78X,passenger
2026-03-06,2026-03-06 18:25,2026-03-06 18:30,Da Nang,DAD,Vietnam Airlines,VN174,1,,Landed,VN-A505,A21N,passenger
2026-02-25,2026-02-25 21:40,2026-02-25 21:55,Ho Chi Minh City,SGN,Vietnam Airlines,VN262,1,,Landed,VN-A867,B789,passenger
2026-03-06,2026-03-06 18:25,2026-03-06 18:13,Da Nang,DAD,Sun Phuquoc Airways,9G932,1,,Landed,VN-A908,A20N,passenger
2026-02-25,2026-02-25 21:20,2026-02-25 21:55,Ho Chi Minh City,SGN,Vietjet Air,VJ196,1,,Landed,VN-A820,A333,passenger
2026-03-06,2026-03-06 19:35,2026-03-06 19:29,Da Nang,DAD,Vietjet Air,VJ516,1,,Landed,VN-A634,A321,passenger
2026-02-25,2026-02-25 20:05,2026-02-25 20:27,Ho Chi Minh City,SGN,Vietnam Airlines,VN218,1,,Landed,VN-A874,B78X,passenger
2026-03-06,2026-03-06 23:50,2026-03-06 23:28,Da Nang,DAD,Bamboo Airways,QH148,1,,Landed,VN-A227,A321,passenger
2026-02-25,2026-02-25 17:45,2026-02-25 17:50,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G854,1,,Landed,VN-A279,A321,passenger
2026-03-07,2026-03-07 11:05,2026-03-07 10:43,Da Nang,DAD,Bamboo Airways,QH104,1,,Landed,VN-A596,A20N,passenger
2026-02-25,2026-02-25 17:05,2026-02-25 16:54,Ho Chi Minh City,SGN,Vietnam Airlines,VN7292,1,,Landed,VN-A872,B78X,passenger
2026-02-25,2026-02-25 16:00,2026-02-25 16:13,Ho Chi Minh City,SGN,Vietravel Airlines,VU770,1,,Landed,VN-A129,A321,passenger
2026-03-07,2026-03-07 11:45,2026-03-07 11:30,Da Nang,DAD,Vietnam Airlines,VN6080,1,,Landed,VN-A363,A321,passenger
2026-03-07,2026-03-07 12:20,2026-03-07 12:21,Da Nang,DAD,Sun Phuquoc Airways,9G916,1,,Landed,VN-A285,A21N,passenger
2026-02-25,2026-02-26 13:25,2026-02-25 16:07,Ho Chi Minh City,SGN,Vietjet Air,VJ188,1,,Landed,LY-NVE,A320,passenger
2026-03-07,2026-03-07 13:35,2026-03-07 13:49,Da Nang,DAD,Vietnam Airlines,VN166,1,,Landed,VN-A392,A321,passenger
2026-02-25,2026-02-25 14:10,2026-02-25 14:41,Ho Chi Minh City,SGN,Vietjet Air,VJ144,1,,Landed,VN-A816,A333,passenger
2026-03-07,2026-03-07 13:40,2026-03-07 14:06,Da Nang,DAD,Vietjet Air,VJ508,1,,Landed,VN-A537,A21N,passenger
2026-02-25,2026-02-25 12:10,2026-02-25 13:12,Ho Chi Minh City,SGN,Vietjet Air,VJ128,1,,Landed,VN-A811,A333,passenger
2026-02-25,2026-02-25 12:30,2026-02-25 13:06,Ho Chi Minh City,SGN,Bamboo Airways,QH224,1,,Landed,JU-1410,A320,passenger
2026-02-25,2026-02-25 12:10,2026-02-25 12:54,Ho Chi Minh City,SGN,Vietnam Airlines,VN7014,1,,Landed,VN-A865,B789,passenger
2026-03-07,2026-03-07 16:15,2026-03-07 15:57,Da Nang,DAD,Vietnam Airlines,VN7164,1,,Landed,VN-A622,A21N,passenger
2026-02-25,2026-02-25 11:55,2026-02-25 12:48,Ho Chi Minh City,SGN,Vietnam Airlines,VN7044,1,,Landed,VN-A353,A321,passenger
2026-03-07,2026-03-07 16:45,2026-03-07 16:54,Da Nang,DAD,Vietjet Air,VJ514,1,,Landed,VN-A580,A21N,passenger
2026-02-25,2026-02-25 10:50,2026-02-25 11:43,Ho Chi Minh City,SGN,Bamboo Airways,QH208,1,,Landed,VN-A596,A20N,passenger
2026-03-07,2026-03-07 17:30,2026-03-07 18:25,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A537,A21N,passenger
2026-03-07,2026-03-07 18:20,2026-03-07 18:16,Da Nang,DAD,Sun Phuquoc Airways,9G932,1,,Landed,VN-A286,A21N,passenger
2026-02-25,2026-02-25 10:05,2026-02-25 10:20,Ho Chi Minh City,SGN,Vietnam Airlines,VN208,1,,Landed,VN-A879,B78X,passenger
2026-02-25,2026-02-25 10:10,2026-02-25 10:07,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G816,1,,Landed,VN-A285,A21N,passenger
2026-03-07,2026-03-07 19:35,2026-03-07 19:39,Da Nang,DAD,Vietjet Air,VJ516,1,,Landed,VN-A526,A21N,passenger
2026-02-25,2026-02-25 09:15,2026-02-25 09:19,Ho Chi Minh City,SGN,Vietravel Airlines,VU774,1,,Landed,VN-A289,A321,passenger
2026-03-07,2026-03-07 19:40,2026-03-07 19:52,Da Nang,DAD,Bamboo Airways,QH146,1,,Landed,VN-A585,A321,passenger
2026-03-07,2026-03-07 22:30,2026-03-07 22:10,Da Nang,DAD,Sun Phuquoc Airways,9G942,1,,Landed,VN-A286,A21N,passenger
2026-03-08,2026-03-08 07:40,2026-03-08 07:21,Da Nang,DAD,Vietjet Air,VJ524,1,,Landed,VN-A639,A321,passenger
2026-03-08,2026-03-08 12:20,2026-03-08 12:15,Da Nang,DAD,Sun Phuquoc Airways,9G916,1,,Landed,VN-A909,A20N,passenger
2026-02-26,2026-02-26 20:05,2026-02-26 20:41,Ho Chi Minh City,SGN,Vietnam Airlines,VN218,1,,Landed,VN-A889,A359,passenger
2026-03-08,2026-03-08 13:40,2026-03-08 14:36,Da Nang,DAD,Vietjet Air,VJ508,1,,Landed,VN-A685,A321,passenger
2026-02-26,2026-02-26 17:30,2026-02-26 19:04,Ho Chi Minh City,SGN,Vietjet Air,VJ194,1,,Landed,VN-A642,A321,passenger
2026-03-08,2026-03-08 14:00,2026-03-08 13:56,Da Nang,DAD,Sun Phuquoc Airways,9G922,1,,Landed,VN-A286,A21N,passenger
2026-02-26,2026-02-26 17:05,2026-02-26 16:52,Ho Chi Minh City,SGN,Vietnam Airlines,VN250,1,,Landed,VN-A879,B78X,passenger
2026-02-26,2026-02-26 16:00,2026-02-26 16:06,Ho Chi Minh City,SGN,Vietravel Airlines,VU770,1,,Landed,VN-A129,A321,passenger
2026-03-08,2026-03-08 16:15,2026-03-08 16:08,Da Nang,DAD,Vietnam Airlines,VN7164,1,,Landed,VN-A623,A21N,passenger
2026-02-26,2026-02-26 11:35,2026-02-26 11:19,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G822,1,,Landed,VN-A280,A321,passenger
2026-03-08,2026-03-08 16:25,2026-03-08 16:24,Da Nang,DAD,Vietnam Airlines,VN7186,1,,Landed,VN-A618,A21N,passenger
2026-02-26,2026-02-26 10:05,2026-02-26 10:21,Ho Chi Minh City,SGN,Vietnam Airlines,VN208,1,,Landed,VN-A862,B789,passenger
2026-03-08,2026-03-08 17:30,2026-03-08 17:09,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A683,A321,passenger
2026-03-08,2026-03-09 19:35,2026-03-08 20:45,Da Nang,DAD,Vietjet Air,VJ516,1,,Landed,VN-A656,A320,passenger
2026-02-26,2026-02-26 03:25,2026-02-26 04:02,Ho Chi Minh City,SGN,Vietnam Airlines,VN7038,1,,Landed,VN-A898,A359,passenger
2026-02-25,2026-02-26 00:05,2026-02-25 02:59,Ho Chi Minh City,SGN,Vietnam Airlines,VN224,1,,Landed,VN-A889,A359,passenger
2026-03-09,2026-03-09 11:05,2026-03-09 10:44,Da Nang,DAD,Bamboo Airways,QH104,1,,Landed,VN-A596,A20N,passenger
2026-03-09,2026-03-09 13:40,2026-03-09 14:06,Da Nang,DAD,Vietjet Air,VJ508,1,,Landed,VN-A685,A321,passenger
2026-02-27,2026-02-27 23:35,2026-02-27 23:57,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G882,1,,Landed,VN-A279,A321,passenger
2026-02-27,2026-02-27 22:25,2026-02-27 23:32,Ho Chi Minh City,SGN,Vietjet Air,VJ180,1,,Landed,VN-A641,A321,passenger
2026-03-10,2026-03-10 11:05,2026-03-10 10:58,Da Nang,DAD,Bamboo Airways,QH104,1,,Landed,VN-A596,A20N,passenger
2026-03-10,2026-03-10 11:45,2026-03-10 11:34,Da Nang,DAD,Vietnam Airlines,VN6080,1,,Landed,VN-A354,A321,passenger
2026-02-27,2026-02-27 23:05,2026-02-27 23:24,Ho Chi Minh City,SGN,Vietnam Airlines,VN260,1,,Landed,VN-A886,A359,passenger
2026-03-10,2026-03-11 13:40,2026-03-10 15:33,Da Nang,DAD,Vietjet Air,VJ508,1,,Landed,VN-A542,A321,passenger
2026-02-27,2026-02-27 22:00,2026-02-27 23:11,Ho Chi Minh City,SGN,Vietjet Air,VJ190,1,,Landed,VN-A546,A21N,passenger
2026-03-10,2026-03-10 14:00,2026-03-10 14:07,Da Nang,DAD,Sun Phuquoc Airways,9G922,1,,Landed,VN-A286,A21N,passenger
2026-02-27,2026-02-27 22:35,2026-02-27 22:54,Ho Chi Minh City,SGN,Vietnam Airlines,VN256,1,,Landed,VN-A888,A359,passenger
2026-02-27,2026-02-27 22:05,2026-02-27 22:28,Ho Chi Minh City,SGN,Vietnam Airlines,VN220,1,,Landed,VN-A864,B789,passenger
2026-02-27,2026-02-27 21:00,2026-02-27 22:25,Ho Chi Minh City,SGN,Vietjet Air,VJ166,1,,Landed,VN-A634,A321,passenger
2026-02-27,2026-02-27 21:40,2026-02-27 22:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN262,1,,Landed,VN-A877,B78X,passenger
2026-03-10,2026-03-10 16:45,2026-03-10 17:21,Da Nang,DAD,Vietjet Air,VJ514,1,,Landed,VN-A534,A21N,passenger
2026-02-27,2026-02-27 21:20,2026-02-27 21:55,Ho Chi Minh City,SGN,Vietjet Air,VJ196,1,,Landed,VN-A816,A333,passenger
2026-03-10,2026-03-10 17:30,2026-03-10 17:38,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A552,A21N,passenger
2026-02-27,2026-02-27 21:05,2026-02-27 21:27,Ho Chi Minh City,SGN,Vietnam Airlines,VN258,1,,Landed,VN-A872,B78X,passenger
2026-02-27,2026-02-27 21:15,2026-02-27 21:10,Ho Chi Minh City,SGN,Vietjet Air,VJ160,1,,Landed,VN-A669,A320,passenger
2026-03-10,2026-03-10 19:35,2026-03-10 19:49,Da Nang,DAD,Vietjet Air,VJ516,1,,Landed,VN-A656,A320,passenger
2026-02-27,2026-02-27 20:20,2026-02-27 21:07,Ho Chi Minh City,SGN,Bamboo Airways,QH262,1,,Landed,PK-BBK,B739,passenger
2026-02-27,2026-02-27 20:35,2026-02-27 20:39,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G868,1,,Landed,VN-A280,A321,passenger
2026-03-11,2026-03-11 11:45,2026-03-11 11:36,Da Nang,DAD,Vietnam Airlines,VN6080,1,,Landed,VN-A363,A321,passenger
2026-02-27,2026-02-27 19:25,2026-02-27 20:29,Ho Chi Minh City,SGN,Vietnam Airlines,VN7290,1,,Landed,VN-A879,B78X,passenger
2026-03-11,2026-03-11 12:20,2026-03-11 12:39,Da Nang,DAD,Sun Phuquoc Airways,9G916,1,,Landed,VN-A908,A20N,passenger
2026-02-27,2026-02-27 20:05,2026-02-27 20:12,Ho Chi Minh City,SGN,Vietnam Airlines,VN218,1,,Landed,VN-A869,B789,passenger
2026-03-11,2026-03-12 12:40,2026-03-11 14:50,Da Nang,DAD,Vietjet Air,VJ528,1,,Landed,VN-A685,A321,passenger
2026-02-27,2026-02-27 20:10,2026-02-27 19:55,Ho Chi Minh City,SGN,Vietjet Air,VJ154,1,,Landed,VN-A544,A321,passenger
2026-03-11,2026-03-11 13:35,2026-03-11 13:54,Da Nang,DAD,Vietnam Airlines,VN166,1,,Landed,VN-A357,A321,passenger
2026-02-27,2026-02-27 19:05,2026-02-27 19:50,Ho Chi Minh City,SGN,Vietnam Airlines,VN254,1,,Landed,VN-A891,A359,passenger
2026-03-11,2026-03-11 13:40,2026-03-11 14:09,Da Nang,DAD,Vietjet Air,VJ508,1,,Landed,VN-A641,A321,passenger
2026-02-27,2026-02-27 19:15,2026-02-27 19:46,Ho Chi Minh City,SGN,Vietjet Air,VJ152,1,,Landed,VN-A549,A21N,passenger
2026-03-11,2026-03-11 14:00,2026-03-11 13:45,Da Nang,DAD,Sun Phuquoc Airways,9G922,1,,Landed,VN-A906,A21N,passenger
2026-02-27,2026-02-27 18:05,2026-02-27 18:04,Ho Chi Minh City,SGN,Vietnam Airlines,VN216,1,,Landed,VN-A878,B78X,passenger
2026-03-11,2026-03-11 16:45,2026-03-11 16:47,Da Nang,DAD,Vietjet Air,VJ514,1,,Landed,VN-A698,A321,passenger
2026-03-11,2026-03-11 17:30,2026-03-11 18:18,Da Nang,DAD,Vietjet Air,VJ512,1,,Landed,VN-A542,A321,passenger
2026-02-27,2026-02-27 17:45,2026-02-27 17:36,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G854,1,,Landed,VN-A279,A321,passenger
2026-03-11,2026-03-11 18:05,2026-03-11 18:11,Da Nang,DAD,Sun Phuquoc Airways,9G932,1,,Landed,VN-A908,A20N,passenger
2026-02-27,2026-02-27 17:00,2026-02-27 17:07,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G848,1,,Landed,VN-A906,A21N,passenger
2026-02-27,2026-02-27 15:10,2026-02-27 16:00,Ho Chi Minh City,SGN,Vietjet Air,VJ198,1,,Landed,VN-A639,A321,passenger
2026-03-11,2026-03-11 21:45,2026-03-11 21:33,Da Nang,DAD,Vietnam Airlines,VN6070,1,,Landed,VN-A363,A321,passenger
2026-02-27,2026-02-28 09:15,2026-02-27 13:07,Ho Chi Minh City,SGN,Vietravel Airlines,VU774,1,,Landed,VN-A289,A321,passenger
2026-03-12,2026-03-12 07:40,2026-03-12 07:25,Da Nang,DAD,Vietjet Air,VJ524,1,,Landed,VN-A672,A320,passenger
