Crawl_Date,Scheduled_Time,Actual_Time,Destination,IATA,Airline,Flight_No,Checkin_Time,Terminal,Checkin_Counter,Gate,Status,Tail_Number,Aircraft_Type,Category,Is_Fixed_Flight,Departure_Runway
2026-01-29,22:55,23:05,Hanoi,HAN,Vietnam Airlines,VN7192,21:05,1,3-16,8.0,Departed,VN-A625,A21N,passenger,0,35R
2026-01-29,23:00,23:00,Seoul,ICN,Asiana Airlines,OZ756,20:00,2,2-9,7.0,Boarding,HL7792,A333,passenger,1,35R
2026-01-29,23:20,23:20,Seoul,ICN,Korean Air,KE460,20:20,2,46-53,6.0,Boarding,HL8027,A333,passenger,1,35R
2026-01-29,23:30,23:30,Seoul,ICN,Vietnam Airlines,VN430,20:30,2,24-27,2.0,Last Call,VN-A505,A21N,passenger,1,35R
2026-01-29,23:35,23:35,Seoul,ICN,T'Way Air,TW12,20:35,2,"28, 33",9.0,Last Call,HL8363,B738,passenger,1,35R
2026-01-29,23:40,23:40,Seoul,ICN,VietJet Air,VJ878,20:40,2,37-39,8.0,Last Call,VN-A542,A321,passenger,1,35R
2026-01-29,23:55,23:55,Macau,MFM,Air Macau,NX975,20:55,0,54,3.0,Gate Closed,B-MCI,A320,general aviation,1,35R
2026-01-30,00:30,00:30,Tokyo,NRT,Vietnam Airlines,VN318,20:30,2,20-23,1.0,Departed,VN-A335,A321,passenger,0,35R
2026-01-30,00:30,00:30,Macau,MFM,Air Macau,NX977,21:24,0,53,2.0,Departed,B-MCB,A320,general aviation,1,35R
2026-01-30,00:30,00:30,Busan,PUS,VietJet Air,VJ988,20:40,2,35-36,10.0,Departed,VN-A648,A321,passenger,0,35R
2026-01-30,00:40,00:40,Busan,PUS,Jin Air,LJ184,21:28,2,42-45,6.0,Departed,HL8243,B738,passenger,0,35R
2026-01-30,00:40,01:20,Seoul,ICN,Air Seoul,RS512,21:27,2,16-19,4.0,Departed,HL7789,A321,passenger,1,35R
2026-01-30,00:45,00:45,Busan,PUS,Air Busan,BX774,21:45,0,12-15,7.0,Departed,HL8328,A320,general aviation,1,35R
2026-01-30,01:00,01:00,Daegu,TAE,T'Way Air,TW30,20:35,2,"30, 33-34",5.0,Departed,HL8324,B738,passenger,0,35R
2026-01-30,01:05,01:05,Busan,PUS,Jin Air,LJ112,21:57,2,49-52,8.0,Departed,HL8014,B738,passenger,1,35R
2026-01-30,01:05,01:30,Osaka,KIX,Vietnam Airlines,VN336,22:05,2,23-25,2.0,Departed,VN-A606,A321,passenger,1,35R
2026-01-30,01:20,01:20,Seoul,ICN,Eastar Jet,ZE594,22:20,2,6-9,3.0,Departed,HL8715,B38M,passenger,1,35R
2026-01-30,01:30,01:40,Seoul,ICN,Jeju Air,7C2218,22:30,2,2-5,1.0,Departed,HL8555,B38M,passenger,1,35R
2026-01-30,01:30,02:00,Seoul,ICN,T'Way Air,TW14,21:20,2,31-32,10.0,Departed,HL8047,B738,passenger,1,35R
2026-01-30,02:00,02:30,Cheongju,CJJ,Aero-K Airlines,RF532,22:47,2,38-41,9.0,Departed,HL8386,A320,passenger,1,35R
2026-01-30,02:00,02:00,Busan,PUS,Air Busan,BX7325,22:05,0,10-11,8.0,Departed,HL8365,A321,general aviation,1,35R
2026-01-30,03:00,03:00,Busan,PUS,Korean Air,KE2094,00:00,2,13-20,6.0,Departed,HL7702,A333,passenger,1,35R
2026-01-30,05:25,05:25,Ho Chi Minh City,SGN,VietJet Air,VJ623,03:25,1,27-34,6.0,Departed,VN-A642,A321,passenger,0,35R
2026-01-30,06:00,06:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN101,04:00,1,3-16,5.0,Departed,VN-A616,A21N,passenger,0,35R
2026-01-30,06:00,06:00,Haiphong,HPH,Vietnam Airlines,VN1670,04:00,1,3-16,7.0,Departed,VN-A601,A321,passenger,0,35R
2026-01-30,06:20,06:20,Hanoi,HAN,VietJet Air,VJ524,04:20,1,27-34,2.0,Departed,VN-A658,A320,passenger,0,35R
2026-01-30,06:25,06:25,Ho Chi Minh City,SGN,VietJet Air,VJ621,04:25,1,27-34,1.0,Departed,VN-A667,A321,passenger,0,35R
2026-01-30,06:35,06:35,Hanoi,HAN,Vietnam Airlines,VN156,04:35,1,3-16,4.0,Departed,VN-A608,A321,passenger,0,35R
2026-01-30,07:00,07:00,Bangkok,BKK,VietJet Air,VJ1965,04:00,2,9-11,7.0,Departed,VN-A632,A321,passenger,0,35R
2026-01-30,07:40,07:40,Hanoi,HAN,VietJet Air,VJ504,05:40,1,27-34,8.0,Departed,VN-A550,A21N,passenger,0,35R
2026-01-30,07:45,07:45,Ho Chi Minh City,SGN,Vietnam Airlines,VN6527,05:45,1,18-21,4.0,On Time,VN-A354,A321,passenger,1,Unknown
2026-01-30,07:50,07:50,Ho Chi Minh City,SGN,VietJet Air,VJ629,05:50,1,27-34,1.0,Departed,VN-A522,A321,passenger,0,35R
2026-01-30,07:55,07:55,Hanoi,HAN,Vietnam Airlines,VN158,05:55,1,3-16,7.0,Departed,VN-A512,A21N,passenger,0,35R
2026-01-30,08:00,08:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN107,06:00,1,3-16,6.0,Departed,VN-A338,A321,passenger,0,35R
2026-01-30,08:10,08:10,Ho Chi Minh City,SGN,Bamboo Airways,QH151,06:10,1,43-45,5.0,Departed,JU-1410,A320,passenger,0,35R
2026-01-30,08:25,08:25,Phu Quoc Island,PQC,VietJet Air,VJ719,06:25,1,27-34,2.0,Departed,VN-A655,A320,passenger,0,35R
2026-01-30,09:00,09:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN109,06:55,1,3-16,4.0,Departed,9H-MLE,A320,passenger,0,35R
2026-01-30,09:40,10:05,Bangkok,DMK,Thai Air Asia,FD635,06:40,2,45-47,5.0,Departed,HS-EAA,A21N,passenger,1,35R
2026-01-30,09:50,09:50,Kuala Lumpur,KUL,VietJet Air,VJ827,06:50,2,31-32,2.0,Departed,VN-A578,A21N,passenger,0,35R
2026-01-30,09:50,10:15,Da Lat,DLI,Vietnam Airlines,VN1955,08:15,1,3-16,6.0,Departed,VN-A601,A321,passenger,0,35R
2026-01-30,09:50,09:50,Hanoi,HAN,Vietnam Airlines,VN164,07:50,1,3-16,7.0,Departed,VN-A611,A321,passenger,0,35R
2026-01-30,10:05,10:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN113,08:15,1,3-16,8.0,Departed,VN-A612,A321,passenger,0,35R
2026-01-30,10:05,10:05,Hong Kong,HKG,Hong Kong Express Airways,UO553,07:05,2,9-12,7.0,Departed,B-LEI,A321,passenger,1,35R
2026-01-30,10:10,10:55,Ho Chi Minh City,SGN,VietJet Air,VJ625,08:55,1,27-34,4.0,Departed,VN-A580,A21N,passenger,0,35R
2026-01-30,10:15,10:15,Hanoi,HAN,Vietnam Airlines,VN6080,08:25,1,17-20,4.0,On Time,VN-A363,A321,passenger,1,Unknown
2026-01-30,11:00,11:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN119,09:00,1,3-16,8.0,Departed,VN-A602,A321,passenger,0,35R
2026-01-30,11:05,11:05,Ho Chi Minh City,SGN,Vietravel Airlines,VU673,09:05,1,22-24,5.0,Departed,9H-MLW,A320,passenger,0,35R
2026-01-30,11:20,11:20,Kuala Lumpur,KUL,Air Asia,AK643,08:20,2,42-44,6.0,Departed,9M-AQI,A320,passenger,1,35R
2026-01-30,11:20,11:20,Hanoi,HAN,VietJet Air,VJ528,09:20,1,27-34,6.0,Departed,VN-A658,A320,passenger,0,35R
2026-01-30,11:50,11:50,Singapore,SIN,Singapore Airlines,SQ171,08:50,2,20-25,5.0,Departed,9V-MBF,B38M,passenger,0,35R
2026-01-30,11:55,11:55,Seoul,ICN,T'Way Air,TW8,08:55,2,13-16,4.0,Departed,HL8581,B38M,passenger,1,35R
2026-01-30,12:05,12:30,Singapore,SIN,VietJet Air,VJ973,09:05,2,36-38,1.0,Departed,VN-A522,A321,passenger,0,35R
2026-01-30,12:05,12:05,Ho Chi Minh City,SGN,VietJet Air,VJ633,10:05,1,27-34,1.0,Departed,VN-A642,A321,passenger,0,35R
2026-01-30,12:05,12:05,Ho Chi Minh City,SGN,Vietnam Airlines,VN123,10:05,1,3-16,5.0,Departed,VN-A396,A321,passenger,0,35R
2026-01-30,12:10,12:10,Hanoi,HAN,Vietnam Airlines,VN166,10:10,1,3-16,7.0,Departed,VN-A608,A321,passenger,0,35R
2026-01-30,12:15,12:50,Macau,MFM,VietJet Air,VJ8890,09:15,2,28-30,3.0,Departed,VN-A632,A321,passenger,0,35R
2026-01-30,12:20,12:20,Kuala Lumpur,KUL,Air Asia,AK649,09:20,2,48-50,10.0,Departed,9M-RAH,A20N,passenger,1,35R
2026-01-30,12:20,13:20,Hanoi,HAN,VietJet Air,VJ508,11:20,1,27-34,6.0,Departed,VN-A637,A321,passenger,0,35R
2026-01-30,12:25,12:25,Manila,MNL,Philippine Airlines,PR586,09:25,2,31-35,7.0,Departed,RP-C9919,A321,passenger,0,35R
2026-01-30,12:30,12:30,Macau,MFM,Bamboo Airways,QH9588,09:30,2,1-3,2.0,Departed,VN-A585,A321,passenger,0,35R
2026-01-30,12:40,12:40,Bangkok,DMK,Thai Air Asia,FD637,09:40,2,45-47,5.0,Departed,HS-CBL,A320,passenger,1,35R
2026-01-30,13:00,13:00,Taipei,TPE,Eva Air,BR384,10:00,2,4-8,6.0,Departed,B-16220,A321,passenger,1,35R
2026-01-30,13:00,13:30,Can Tho,VCA,VietJet Air,VJ703,11:30,1,27-34,7.0,Departed,VN-A655,A320,passenger,0,35R
2026-01-30,13:05,13:05,Kuala Lumpur,KUL,Batik Air Malaysia,OD503,10:05,2,51-54,4.0,Departed,9M-LDH,B738,passenger,0,35R
2026-01-30,13:10,13:10,Ho Chi Minh City,SGN,Vietnam Airlines,VN127,10:55,1,3-16,5.0,Departed,9H-MLE,A320,passenger,0,35R
2026-01-30,13:15,13:15,Hanoi,HAN,Vietnam Airlines,VN168,11:15,1,3-16,8.0,Departed,VN-A357,A321,passenger,0,35R
2026-01-30,13:20,14:10,Can Tho,VCA,Vietnam Airlines,VN1441,12:10,1,3-16,4.0,Departed,VN-A601,A321,passenger,0,35R
2026-01-30,13:30,13:30,Ho Chi Minh City,SGN,VietJet Air,VJ635,11:30,1,27-34,2.0,Departed,VN-A670,A321,passenger,0,35R
2026-01-30,13:30,14:05,Seoul,ICN,Jin Air,LJ82,10:30,2,39-42,7.0,Departed,HL7757,B738,passenger,0,35R
2026-01-30,13:50,13:50,Hong Kong,HKG,Hong Kong Express Airways,UO507,10:50,2,17-20,10.0,Departed,B-LCI,A320,passenger,1,35R
2026-01-30,13:50,13:50,Hanoi,HAN,Vietnam Airlines,VN170,11:50,1,3-16,8.0,Departed,VN-A392,A321,passenger,0,35R
2026-01-30,14:00,14:10,Ho Chi Minh City,SGN,Vietnam Airlines,VN129,12:10,1,3-16,9.0,Departed,VN-A335,A321,passenger,0,35R
2026-01-30,14:15,14:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN6037,12:15,1,18-21,6.0,On Time,VN-A359,A321,passenger,0,Unknown
2026-01-30,14:25,14:45,Seoul,ICN,Jeju Air,7C2212,11:25,2,13-16,4.0,Departed,HL8331,B738,passenger,1,35R
2026-01-30,14:30,14:30,Taipei,TPE,Bamboo Airways,QH9550,11:30,2,1-3,3.0,Departed,VN-A597,A321,passenger,0,35R
2026-01-30,14:35,14:45,Taichung,RMQ,VietJet Air,VJ8510,11:35,2,36-38,1.0,Departed,VN-A648,A321,passenger,0,35R
2026-01-30,14:40,14:40,Kuala Lumpur,KUL,Malaysia Airlines,MH749,11:40,2,9-12,5.0,Departed,9M-MXL,B738,passenger,1,35R
2026-01-30,14:40,14:40,Hanoi,HAN,Vietnam Airlines,VN7164,12:40,1,3-16,5.0,Departed,VN-A611,A321,passenger,0,35R
2026-01-30,15:00,15:00,Hanoi,HAN,Vietnam Airlines,VN7186,13:00,1,3-16,8.0,Departed,VN-A505,A21N,passenger,0,35R
2026-01-30,15:00,15:35,Ho Chi Minh City,SGN,VietJet Air,VJ631,13:35,1,27-34,7.0,Departed,VN-A580,A21N,passenger,0,35R
2026-01-30,15:00,15:00,Singapore,SIN,VietJet Air,VJ889,00:00,0,,,,,,general aviation,0,
2026-01-30,15:05,15:20,Hanoi,HAN,Vietnam Airlines,VN172,13:20,1,3-16,4.0,Departed,VN-A395,A321,passenger,0,35R
2026-01-30,15:10,15:10,Seoul,ICN,VietJet Air,VJ874,12:10,2,33-35,8.0,Departed,VN-A516,A21N,passenger,0,35R
2026-01-30,15:15,15:15,Bangkok,BKK,Vietnam Airlines,VN627,12:15,2,21-25,2.0,Departed,VN-A606,A321,passenger,1,35R
2026-01-30,15:15,15:25,Bangkok,BKK,Thai Vietjet,VZ961,10:15,2,30-32,5.0,Departed,HS-VKR,A321,passenger,0,35R
2026-01-30,15:25,15:25,Hanoi,HAN,VietJet Air,VJ514,13:25,1,27-34,1.0,Departed,VN-A647,A321,passenger,0,35R
2026-01-30,15:30,15:30,Ho Chi Minh City,SGN,Vietnam Airlines,VN133,13:30,1,3-16,8.0,Departed,VN-A393,A321,passenger,0,35R
2026-01-30,15:45,15:45,Ho Chi Minh City,SGN,Vietnam Airlines,VN7137,13:45,1,3-16,6.0,Departed,VN-A331,A321,passenger,0,35R
2026-01-30,15:45,15:45,Seoul,ICN,Korean Air,KE458,12:45,2,45-52,6.0,Departed,HL8026,A333,passenger,1,35R
2026-01-30,15:45,15:45,Kuala Lumpur,KUL,Air Asia,AK641,12:45,2,42-44,7.0,Departed,9M-AFD,A320,passenger,1,35R
2026-01-30,15:50,15:50,Phu Quoc Island,PQC,VietJet Air,VJ1719,13:50,1,27-34,5.0,Departed,VN-A544,A321,passenger,0,35R
2026-01-30,16:10,16:35,Hanoi,HAN,VietJet Air,VJ512,14:35,1,27-34,5.0,Departed,VN-A641,A321,passenger,0,35R
2026-01-30,16:25,16:25,Siem Reap,SAI,Air Cambodia,K6841,13:25,2,17-20,4.0,Departed,ER-00011,A320,passenger,0,35R
2026-01-30,16:30,16:30,Singapore,SIN,Singapore Airlines,SQ173,13:30,2,4-8,5.0,Departed,9V-MBS,B38M,passenger,1,35R
2026-01-30,16:55,16:55,Hong Kong,HKG,Hong Kong Airlines,HX549,13:55,0,11-15,6.0,Departed,B-LPR,A321,general aviation,1,35R
2026-01-30,17:00,17:00,Da Lat,DLI,VietJet Air,VJ729,15:00,1,27-34,4.0,Departed,VN-A642,A321,passenger,0,35R
2026-01-30,17:05,17:05,Bangkok,BKK,VietJet Air,VJ1963,14:05,2,38-40,9.0,Departed,VN-A667,A321,passenger,0,35R
2026-01-30,17:10,17:30,Haiphong,HPH,VietJet Air,VJ722,15:30,1,27-34,6.0,Departed,VN-A655,A320,passenger,0,35R
2026-01-30,17:10,17:10,Hanoi,HAN,Vietnam Airlines,VN174,15:10,1,3-16,7.0,Departed,VN-A353,A321,passenger,0,35R
2026-01-30,17:15,17:15,Ho Chi Minh City,SGN,VietJet Air,VJ639,15:15,1,27-34,1.0,Departed,VN-A578,A21N,passenger,0,35R
2026-01-30,17:20,17:20,Ho Chi Minh City,SGN,Vietnam Airlines,VN135,15:20,1,3-16,8.0,Departed,VN-A339,A321,passenger,0,35R
2026-01-30,17:35,18:30,Nha Trang,CXR,Vietnam Airlines,VN1941,16:30,1,3-16,8.0,Departed,VN-A601,A321,passenger,0,35R
2026-01-30,17:35,18:20,Singapore,SIN,Scoot,TR315,14:35,2,22-25,4.0,Departed,9V-NCA,A21N,passenger,0,35R
2026-01-30,17:35,17:55,Taipei,TPE,China Airlines,CI790,14:35,2,30-34,7.0,Departed,B-18111,A21N,passenger,1,35R
2026-01-30,18:15,18:30,Ho Chi Minh City,SGN,Vietnam Airlines,VN137,16:30,1,3-16,7.0,Departed,VN-A335,A321,passenger,0,35R
2026-01-30,18:15,18:35,Hanoi,HAN,Vietnam Airlines,VN180,16:35,1,3-16,4.0,Departed,VN-A515,A20N,passenger,0,35R
2026-01-30,18:15,18:45,Hanoi,HAN,VietJet Air,VJ516,16:45,1,27-34,6.0,Departed,VN-A651,A321,passenger,0,35R
2026-01-30,18:20,18:20,Hanoi,HAN,Bamboo Airways,QH148,16:20,1,43-45,5.0,Departed,VN-A227,A321,passenger,0,35R
2026-01-30,18:25,18:25,Taipei,TPE,Starlux Airlines,JX704,15:25,0,4-8,5.0,Departed,B-58204,A21N,general aviation,0,35R
2026-01-30,18:30,18:30,Hong Kong,HKG,Hong Kong Express Airways,UO559,15:30,2,46-49,6.0,Departed,B-LEE,A321,passenger,1,35R
2026-01-30,18:40,18:40,Ho Chi Minh City,SGN,Bamboo Airways,QH171,16:40,1,43-45,3.0,Departed,VN-A585,A321,passenger,0,35R
2026-01-30,18:40,19:10,Ho Chi Minh City,SGN,Vietnam Airlines,VN7141,17:10,1,3-16,8.0,Departed,VN-A336,A321,passenger,0,35R
2026-01-30,18:45,18:45,Macau,MFM,VietJet Air,VJ8892,15:45,2,52-54,10.0,Departed,VN-A632,A321,passenger,0,35R
2026-01-30,18:50,19:15,Bangkok,DMK,Thai Air Asia,FD639,15:50,2,41-43,4.0,Departed,HS-BBX,A20N,passenger,1,35R
2026-01-30,18:55,18:55,Hanoi,HAN,Vietravel Airlines,VU658,16:55,1,22-24,5.0,Departed,VN-A289,A321,passenger,0,35R
2026-01-30,19:10,19:10,Ho Chi Minh City,SGN,Vietnam Airlines,VN7143,17:10,1,3-16,9.0,Departed,VN-A505,A21N,passenger,0,35R
2026-01-30,19:10,19:10,Hanoi,HAN,Vietnam Airlines,VN188,19:02,1,3-16,7.0,Departed,VN-A514,A20N,passenger,0,35R
2026-01-30,19:40,19:40,Ho Chi Minh City,SGN,Bamboo Airways,QH173,17:40,1,43-45,6.0,Departed,ER-00005,A320,passenger,0,35R
2026-01-30,20:00,20:00,Yangon,RGN,Myanmar Airways International,8M455,17:00,2,9-12,5.0,Departed,XY-ALP,E190,passenger,1,35R
2026-01-30,20:00,20:20,Taipei,TPE,Tigerair Taiwan,IT552,17:00,2,17-20,6.0,Departed,B-50022,A20N,passenger,1,35R
2026-01-30,20:05,20:25,Ho Chi Minh City,SGN,VietJet Air,VJ649,18:25,1,27-34,8.0,Departed,VN-A636,A321,passenger,0,35R
2026-01-30,20:10,20:10,Ho Chi Minh City,SGN,VietJet Air,VJ641,18:10,1,27-34,7.0,Departed,VN-A642,A321,passenger,0,35R
2026-01-30,20:20,20:35,Hanoi,HAN,Vietnam Airlines,VN6070,18:35,1,18-21,4.0,On Time,VN-A363,A321,passenger,0,Unknown
2026-01-30,20:30,20:40,Ho Chi Minh City,SGN,Vietnam Airlines,VN7139,18:40,1,3-16,5.0,Departed,VN-A606,A321,passenger,0,35R
2026-01-30,20:40,20:40,Seoul,ICN,Eastar Jet,ZE598,17:40,2,22-25,4.0,Departed,HL8375,B738,passenger,1,35R
2026-01-30,20:45,20:45,Hong Kong,HKG,Hong Kong Airlines,HX545,17:45,0,31-34,7.0,Departed,B-LPT,A320,general aviation,1,35R
2026-01-30,20:45,21:20,Ho Chi Minh City,SGN,VietJet Air,VJ637,19:20,1,27-34,6.0,Departed,VN-A655,A320,passenger,0,35R
2026-01-30,20:55,23:05,Hanoi,HAN,VietJet Air,VJ518,21:05,1,27-34,4.0,Departed,VN-A637,A321,passenger,0,35R
2026-01-30,20:55,21:55,Ho Chi Minh City,SGN,Vietnam Airlines,VN143,19:55,1,3-16,7.0,Departed,VN-A513,A20N,passenger,0,35R
2026-01-30,21:15,21:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN7131,19:15,0,3-16,,On Time,,,general aviation,0,
2026-01-30,21:15,21:15,Ho Chi Minh City,SGN,Vietravel Airlines,VU685,19:15,1,21-24,8.0,Departed,9H-MLW,A320,passenger,0,35R
2026-01-30,22:30,22:30,Manila,MNL,Cebu Pacific,5J5757,19:30,2,17-21,3.0,Departed,RP-C4127,A21N,passenger,1,35R
2026-01-30,22:30,22:30,Ho Chi Minh City,SGN,VietJet Air,VJ647,20:30,1,27-34,5.0,Departed,LY-MLN,A320,passenger,0,35R
2026-01-30,22:40,22:40,Hanoi,HAN,VietJet Air,VJ522,20:40,1,27-34,6.0,Departed,VN-A674,A21N,passenger,0,35R
2026-01-30,23:00,23:15,Seoul,ICN,Asiana Airlines,OZ756,20:00,2,9-16,4.0,Departed,HL7792,A333,passenger,1,35R
2026-01-30,23:20,23:20,Seoul,ICN,Korean Air,KE460,20:20,2,46-49,6.0,Departed,HL7587,A333,passenger,1,35R
2026-01-30,23:20,23:20,Hanoi,HAN,Vietnam Airlines,VN7192,21:20,1,3-16,9.0,Departed,VN-A601,A321,passenger,0,35R
2026-01-30,23:30,23:30,Bangkok,BKK,Emirates,EK371,20:30,2,2-8,5.0,Departed,A6-ENW,B77W,passenger,1,35R
2026-01-30,23:30,23:30,Seoul,ICN,Vietnam Airlines,VN430,20:14,2,"22, 24-27",2.0,Last Call,VN-A622,A21N,passenger,1,35R
2026-01-30,23:35,23:35,Seoul,ICN,T'Way Air,TW12,20:35,2,"28, 30-31, 34",10.0,Gate Closed,HL8324,B738,passenger,1,35R
2026-01-30,23:40,23:40,Seoul,ICN,VietJet Air,VJ878,20:40,2,"35, 39",9.0,Last Call,VN-A667,A321,passenger,1,35R
2026-01-30,23:50,00:55,Ho Chi Minh City,SGN,VietJet Air,VJ643,22:55,1,27-34,1.0,On Time,VN-A642,A321,passenger,0,Unknown
2026-01-30,23:55,23:55,Macau,MFM,Air Macau,NX975,20:55,0,54,8.0,Last Call,B-MBM,A321,general aviation,1,35R
2026-01-31,00:30,00:30,Tokyo,NRT,Vietnam Airlines,VN318,20:30,2,"18-21, 23",1.0,Departed,VN-A336,A321,passenger,0,35R
2026-01-31,00:30,00:30,Macau,MFM,Air Macau,NX977,21:30,0,54,7.0,Departed,B-MCF,A320,general aviation,1,35R
2026-01-31,00:30,00:30,Busan,PUS,VietJet Air,VJ988,20:40,2,"35-36, 39",10.0,Departed,VN-A648,A321,passenger,0,35R
2026-01-31,00:40,00:55,Busan,PUS,Jin Air,LJ184,21:40,2,50-53,5.0,Departed,HL8242,B738,passenger,0,35R
2026-01-31,00:40,01:20,Seoul,ICN,Air Seoul,RS512,21:40,2,42-45,10.0,Departed,HL7790,A321,passenger,1,35R
2026-01-31,00:45,00:45,Busan,PUS,Air Busan,BX774,21:45,0,9-12,6.0,Departed,HL8309,A320,general aviation,1,35R
2026-01-31,01:00,01:00,Daegu,TAE,T'Way Air,TW30,20:35,2,31-32,8.0,Departed,HL8379,B738,passenger,0,35R
2026-01-31,01:05,01:50,Busan,PUS,Jin Air,LJ112,21:52,2,46-49,3.0,Departed,HL8015,B738,passenger,1,35R
2026-01-31,01:20,01:20,Seoul,ICN,Eastar Jet,ZE594,22:20,2,14-17,4.0,Departed,HL8715,B38M,passenger,1,35R
2026-01-31,01:30,01:55,Seoul,ICN,Jeju Air,7C2218,22:21,2,2-5,1.0,Departed,HL8523,B38M,passenger,1,35R
2026-01-31,01:30,01:55,Seoul,ICN,T'Way Air,TW14,20:35,2,33-34,7.0,Departed,HL8323,B738,passenger,1,35R
2026-01-31,02:00,02:30,Cheongju,CJJ,Aero-K Airlines,RF532,23:00,2,38-41,5.0,Departed,HL8563,A320,passenger,1,35R
2026-01-31,02:00,02:00,Busan,PUS,Air Busan,BX7325,22:15,0,"8, 13",2.0,Departed,HL8257,A321,general aviation,1,35R
2026-01-31,03:00,03:00,Busan,PUS,Korean Air,KE2094,00:00,2,18-25,6.0,Departed,HL7586,A333,passenger,1,35R
2026-01-31,05:25,05:25,Ho Chi Minh City,SGN,VietJet Air,VJ623,03:25,1,27-34,5.0,Departed,VN-A516,A21N,passenger,0,35R
2026-01-31,06:00,06:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN101,04:00,1,3-16,8.0,Departed,VN-A503,A21N,passenger,0,35R
2026-01-31,06:20,06:20,Hanoi,HAN,VietJet Air,VJ524,04:20,1,27-34,6.0,Departed,VN-A632,A321,passenger,0,35R
2026-01-31,06:25,06:25,Ho Chi Minh City,SGN,VietJet Air,VJ621,04:25,1,27-34,4.0,Departed,VN-A578,A21N,passenger,0,35R
2026-01-31,06:35,06:35,Hanoi,HAN,Vietnam Airlines,VN156,04:35,1,3-16,8.0,Departed,VN-A501,A21N,passenger,0,35R
2026-01-31,07:00,07:00,Bangkok,BKK,VietJet Air,VJ1965,04:00,2,13-15,9.0,Last Call,VN-A637,A321,passenger,0,35R
2026-01-31,07:40,07:55,Hanoi,HAN,VietJet Air,VJ504,05:55,1,27-34,8.0,Departed,VN-A657,A321,passenger,0,35R
2026-01-31,07:45,07:45,Ho Chi Minh City,SGN,Vietnam Airlines,VN6527,05:45,1,17-20,5.0,Departed,VN-A359,A321,passenger,1,Unknown
2026-01-31,07:50,07:50,Ho Chi Minh City,SGN,VietJet Air,VJ629,05:50,1,27-34,1.0,Departed,VN-A643,A321,passenger,0,35R
2026-01-31,08:00,08:00,Hanoi,HAN,Vietnam Airlines,VN158,06:00,1,3-16,6.0,Departed,VN-A392,A321,passenger,0,35R
2026-01-31,08:00,08:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN107,06:00,1,3-16,7.0,Departed,VN-A615,A321,passenger,0,Unknown
2026-01-31,08:10,08:10,Ho Chi Minh City,SGN,Bamboo Airways,QH151,06:10,1,43-45,4.0,Departed,JU-1410,A320,passenger,0,35R
2026-01-31,08:25,08:25,Phu Quoc Island,PQC,VietJet Air,VJ719,06:25,1,27-34,5.0,Departed,VN-A655,A320,passenger,0,35R
2026-01-31,09:00,09:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN109,06:55,1,3-16,8.0,Departed,9H-MLE,A320,passenger,0,35R
2026-01-31,09:00,09:00,Manila,MNL,Cebu Pacific,5J5759,06:00,2,5-8,6.0,Departed,RP-C3239,A20N,passenger,1,35R
2026-01-31,09:40,09:40,Bangkok,DMK,Thai Air Asia,FD635,06:40,2,41-43,7.0,Departed,HS-EAF,A21N,passenger,1,35R
2026-01-31,09:45,09:45,Hanoi,HAN,Vietnam Airlines,VN164,07:45,1,3-16,7.0,Departed,VN-A611,A321,passenger,0,35R
2026-01-31,09:50,09:50,Da Lat,DLI,Vietnam Airlines,VN1955,07:50,1,3-16,9.0,Departed,VN-A390,A321,passenger,0,35R
2026-01-31,09:50,09:50,Kuala Lumpur,KUL,VietJet Air,VJ827,06:50,2,48-50,10.0,Departed,VN-A516,A21N,passenger,0,35R
2026-01-31,10:00,10:20,Ho Chi Minh City,SGN,Vietnam Airlines,VN113,08:20,1,3-16,6.0,Departed,VN-A623,A21N,passenger,0,35R
2026-01-31,10:05,10:05,Hong Kong,HKG,Hong Kong Express Airways,UO553,07:05,2,9-12,4.0,Departed,B-KKD,A21N,passenger,1,35R
2026-01-31,10:15,10:15,Hanoi,HAN,Vietnam Airlines,VN6080,08:25,1,18-21,4.0,Departed,VN-A363,A321,passenger,1,Unknown
2026-01-31,10:20,10:20,Taipei,TPE,China Airlines,CI788,07:20,2,30-34,5.0,Departed,B-18111,A21N,passenger,1,35R
2026-01-31,11:00,11:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN119,09:15,1,3-16,8.0,Departed,VN-A329,A321,passenger,0,35R
2026-01-31,11:05,11:05,Ho Chi Minh City,SGN,Vietravel Airlines,VU673,09:05,1,21-24,5.0,Departed,VN-A129,A321,passenger,0,35R
2026-01-31,11:20,11:20,Kuala Lumpur,KUL,Air Asia,AK643,08:20,2,37-39,7.0,Departed,9M-RAC,A320,passenger,1,35R
2026-01-31,11:25,11:45,Kuala Lumpur,KUL,Malaysia Airlines,MH747,08:25,2,13-16,6.0,Departed,9M-MLM,B738,passenger,1,35R
