Crawl_Date,Scheduled_Time,Actual_Time,Destination,IATA,Airline,Flight_No,Terminal,Departure_Runway,Status,Scheduled_Tail,Aircraft_Type,Is_Fixed_Flight,Category
2026-02-04,08:15,08:26,Con Dao,VCS,VietJet Air,VJ107,1,11R,Departed,B-656E,AJ27,0,passenger
2026-02-04,08:15,08:23,Da Nang,DAD,Vietnam Airlines,VN6081,1,11R,Departed,VN-A363,A321,0,passenger
2026-02-04,08:15,08:16,Guangzhou,CAN,China Southern Airlines,CZ372,2,11R,Departed,B-1206,B38M,1,passenger
2026-02-04,08:05,08:13,Singapore,SIN,Vietnam Airlines,VN661,2,11R,Departed,VN-A890,A359,0,passenger
2026-02-04,08:00,08:11,Ho Chi Minh City,SGN,Vietnam Airlines,VN245,1,11R,Departed,VN-A398,A321,0,passenger
2026-02-04,07:45,08:07,Da Nang,DAD,Vietnam Airlines,VN163,1,11R,Departed,VN-A334,A321,0,passenger
2026-02-04,07:30,08:05,Busan,PUS,VietJet Air,VJ956,2,11R,Departed,VN-A656,A320,0,passenger
2026-02-04,07:45,08:03,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1203,1,11R,Departed,VN-A284,A21N,1,passenger
2026-02-04,07:15,08:01,Vinh,VII,Vietnam Airlines,VN1715,1,11R,Departed,VN-A512,A21N,0,passenger
2026-02-04,07:35,07:56,Taipei,TPE,VietJet Air,VJ940,2,11R,Departed,VN-A629,A321,1,passenger
2026-02-04,07:35,07:53,Nha Trang,CXR,VietJet Air,VJ771,1,11R,Departed,VN-A684,A321,0,passenger
2026-02-04,,07:48,Hong Kong,HKG,Air Zeta,KJ952,0,11R,Departed,HL7645,B744,0,cargo
2026-02-04,07:01,07:39,Ho Chi Minh City,SGN,Vietnam Airlines,VN207,1,11R,Departed,VN-A899,A359,0,passenger
2026-02-04,07:30,07:35,Pleiku,PXU,Vietnam Airlines,VN1615,1,11R,Departed,VN-A395,A321,0,passenger
2026-02-04,07:15,07:29,Buon Ma Thuot,BMV,Vietnam Airlines,VN1603,1,11R,Departed,VN-A507,A21N,0,passenger
2026-02-04,07:15,07:23,Chu Lai,VCL,Vietnam Airlines,VN1641,1,11R,Departed,VN-A515,A20N,0,passenger
2026-02-04,07:10,07:21,Kuala Lumpur,KUL,VietJet Air,VJ905,2,11R,Departed,VN-A516,A21N,1,passenger
2026-02-04,07:01,07:17,Phu Quoc,PQC,Vietnam Airlines,VN1237,1,11R,Departed,VN-A397,A321,0,passenger
2026-02-04,06:50,07:10,Ho Chi Minh City,SGN,VietJet Air,VJ167,1,11R,Departed,VN-A811,A333,0,passenger
2026-02-04,06:40,06:55,Da Lat,DLI,Bamboo Airways,QH1423,1,11R,Departed,VN-A597,A321,0,passenger
2026-02-04,06:45,06:53,Can Tho,VCA,Vietnam Airlines,VN1201,1,11R,Departed,VN-A616,A21N,0,passenger
2026-02-04,06:45,06:50,Con Dao,VCS,VietJet Air,VJ105,1,11R,Departed,B-652G,AJ27,0,passenger
2026-02-04,06:40,06:46,Ho Chi Minh City,SGN,VietJet Air,VJ181,1,29L,Departed,VN-A685,A321,0,passenger
2026-02-04,,06:35,Bangkok,BKK,FedEx,FX6001,0,11R,Departed,N117FE,B763,0,general aviation
2026-02-04,06:30,06:33,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G805,1,11R,Departed,VN-A280,A321,0,passenger
2026-02-04,05:55,06:28,Da Nang,DAD,VietJet Air,VJ503,1,11R,Departed,VN-A534,A21N,0,passenger
2026-02-04,05:55,06:25,Buon Ma Thuot,BMV,VietJet Air,VJ491,1,11R,Departed,VN-A525,A21N,1,passenger
2026-02-04,05:50,06:22,Da Lat,DLI,VietJet Air,VJ401,1,11R,Departed,VN-A671,A320,0,passenger
2026-02-04,07:20,06:20,Quang Ninh,VDO,Vietnam Airlines,VN5001,1,11R,Departed,VN-A605,A321,0,passenger
2026-02-04,06:05,06:18,Pleiku,PXU,VietJet Air,VJ421,1,11R,Departed,VN-A649,A321,1,passenger
2026-02-04,,06:12,,,Hai Au Aviation,HAI488,,11R,Departed,VN-A488,FA8X,0,business jet
2026-02-04,06:00,06:10,Ho Chi Minh City,SGN,Vietnam Airlines,VN243,1,11R,Departed,VN-A871,B789,0,passenger
2026-02-04,06:00,06:08,Phu Quoc,PQC,VietJet Air,VJ443,1,11R,Departed,VN-A637,A321,1,passenger
2026-02-04,06:00,06:05,Hue,HUI,Vietnam Airlines,VN1541,1,11R,Departed,VN-A357,A321,0,passenger
2026-02-04,06:00,06:03,Da Nang,DAD,Vietnam Airlines,VN157,1,11R,Departed,VN-A609,A321,1,passenger
2026-02-04,05:45,05:53,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G801,1,11R,Departed,VN-A286,A21N,1,passenger
2026-02-04,05:30,05:50,Can Tho,VCA,VietJet Air,VJ461,1,11R,Departed,VN-A666,A320,1,passenger
2026-02-04,08:09,05:48,Ho Chi Minh City,SGN,Vietravel Airlines,VU745,1,11R,Departed,VN-A129,A321,0,passenger
2026-02-04,05:40,05:41,Ho Chi Minh City,SGN,Vietnam Airlines,VN7203,1,11R,Departed,VN-A608,A321,0,passenger
2026-02-04,,05:33,Seoul,ICN,Air Zeta,KJ390,0,11R,Departed,HL7507,B763,0,cargo
2026-02-04,05:25,05:32,Da Nang,DAD,VietJet Air,VJ509,1,11R,Departed,VN-A635,A321,0,passenger
2026-02-04,05:00,05:16,Ho Chi Minh City,SGN,VietJet Air,VJ179,1,11R,Departed,VN-A639,A321,0,passenger
2026-02-04,05:00,05:14,Ho Chi Minh City,SGN,Vietnam Airlines,VN205,1,11R,Departed,VN-A390,A321,1,passenger
2026-02-04,05:10,05:09,Ho Chi Minh City,SGN,VietJet Air,VJ185,1,11R,Departed,VN-A689,A320,0,passenger
2026-02-04,,04:40,Seoul,ICN,Korean Air,KE362,0,11R,Departed,HL7603,B744,0,cargo
2026-02-04,,04:10,Delhi,DEL,Korean Air,KE9575,0,11R,Departed,HL8077,B77L,0,cargo
2026-02-04,,03:25,Seoul,ICN,Air Zeta,KJ374,0,11R,Departed,HL8319,B738,0,cargo
2026-02-04,02:50,03:06,Manila,MNL,Philippine Airlines,PR596,2,11R,Departed,RP-C9906,A321,1,passenger
2026-02-04,,03:02,Zhengzhou,CGO,,JD648,0,11R,Departed,B-32MG,A332,0,cargo
2026-02-04,02:50,02:59,Qingdao,TAO,Shandong Airlines,SC4650,2,11R,Departed,B-7669,B738,1,passenger
2026-02-04,02:45,02:57,Shanghai,PVG,China Eastern Airlines,MU5076,2,11R,Departed,B-7966,B738,0,passenger
2026-02-04,02:50,02:49,Hangzhou,HGH,Air China,CA708,2,11R,Departed,B-6773,A320,1,passenger
2026-02-04,02:35,02:31,Wuhan,WUH,China Eastern Airlines,MU2574,2,11R,Departed,B-205W,B738,0,passenger
2026-02-04,02:10,02:07,Shenzhen,SZX,Shenzhen Airlines,ZH108,2,11R,Departed,B-8220,A320,0,passenger
2026-02-04,02:00,02:04,Shanghai,PVG,Juneyao Air,HO1330,2,11R,Departed,B-6901,A320,0,passenger
2026-02-04,01:45,02:00,Seoul,ICN,VietJet Air,VJ960,2,11R,Departed,VN-A537,A21N,0,passenger
2026-02-04,01:55,01:55,Fukuoka,FUK,Vietnam Airlines,VN358,2,11R,Departed,VN-A618,A21N,1,passenger
2026-02-04,01:45,01:52,Doha,DOH,Qatar Airways,QR985,2,11R,Departed,A7-BCK,B788,0,passenger
2026-02-04,01:40,01:47,Seoul,ICN,Jeju Air,7C2202,2,11R,Departed,HL8554,B38M,0,passenger
2026-02-04,01:40,01:44,Osaka,KIX,VietJet Air,VJ938,2,11R,Departed,VN-A550,A21N,1,passenger
2026-02-04,06:57,01:38,Khabarovsk,KHV,VietJet Air,VJ7706,2,11R,Departed,VN-A549,A21N,0,passenger
2026-02-04,01:35,01:29,Nagoya,NGO,VietJet Air,VJ920,2,11R,Departed,VN-A536,A21N,1,passenger
2026-02-04,18:00,01:18,Busan,PUS,VietJet Air,VJ982,2,11R,Departed,VN-A698,A321,1,passenger
2026-02-04,01:05,01:14,Osaka,KIX,Vietnam Airlines,VN334,2,11R,Departed,VN-A889,A359,0,passenger
2026-02-04,00:55,01:09,Tokyo,NRT,VietJet Air,VJ932,2,11R,Departed,VN-A820,A333,1,passenger
2026-02-04,00:45,01:06,London,LHR,Vietnam Airlines,VN55,2,11R,Departed,VN-A862,B789,0,passenger
2026-02-04,02:59,01:02,Ho Chi Minh City,SGN,Vietnam Airlines,VN7011,1,11R,Departed,VN-A614,A321,0,passenger
2026-02-04,00:15,00:45,Seoul,ICN,T'way Air,TW62,2,11R,Departed,HL8363,B738,0,passenger
2026-02-04,00:20,00:40,Tokyo,NRT,Vietnam Airlines,VN310,2,11R,Departed,VN-A873,B78X,0,passenger
2026-02-04,00:30,00:38,Busan,PUS,Vietnam Airlines,VN428,2,11R,Departed,VN-A869,B789,0,passenger
2026-02-04,00:25,00:35,Dubai,DXB,Emirates,EK395,2,11R,Departed,A6-EPR,B77W,1,passenger
2026-02-04,00:20,00:33,Nagoya,NGO,Vietnam Airlines,VN348,2,11R,Departed,VN-A886,A359,0,passenger
2026-02-04,00:20,00:30,Manila,MNL,Vietnam Airlines,VN647,2,11R,Departed,VN-A610,A321,1,passenger
2026-02-04,00:25,00:26,Tokyo,NRT,All Nippon Airways,NH898,2,11R,Departed,JA876A,B789,1,passenger
2026-02-04,23:05,00:24,Seoul,ICN,Korean Air,KE448,2,11R,Departed,HL8345,B789,0,passenger
2026-02-04,,00:12,Shenzhen,SZX,Ups,5X74,0,11R,Departed,N611UP,B748,0,general aviation
2026-02-04,23:25,00:10,Frankfurt,FRA,Vietnam Airlines,VN37,2,11R,Departed,VN-A896,A359,0,passenger
2026-02-04,23:50,00:06,Seoul,ICN,Asiana Airlines,OZ734,2,11R,Departed,HL7771,A359,1,passenger
2026-02-04,23:40,00:03,Seoul,ICN,Vietnam Airlines,VN416,2,11R,Departed,VN-A877,B78X,0,passenger
2026-02-05,23:40,23:57,Seoul,ICN,Vietnam Airlines,VN416,2,11R,Departed,VN-A873,B78X,0,passenger
2026-02-05,23:40,23:54,Guangzhou,CAN,VietJet Air,VJ7526,2,11R,Departed,VN-A649,A321,1,passenger
2026-02-05,23:25,23:50,Frankfurt,FRA,Vietnam Airlines,VN37,2,11R,Departed,VN-A870,B789,0,passenger
2026-02-05,22:50,23:47,Ho Chi Minh City,SGN,VietJet Air,VJ187,1,11R,Departed,VN-A548,A21N,0,passenger
2026-02-05,22:55,23:43,Ho Chi Minh City,SGN,Vietnam Airlines,VN7215,1,11R,Departed,VN-A332,A321,0,passenger
2026-02-05,23:00,23:40,Ho Chi Minh City,SGN,Vietnam Airlines,VN6025,1,11R,Departed,VN-A363,A321,0,passenger
2026-02-05,23:20,23:38,Paris,CDG,Vietnam Airlines,VN19,2,11R,Departed,VN-A897,A359,0,passenger
2026-02-05,,23:33,Guangzhou,CAN,FedEx,FX6002,0,11R,Departed,N122FE,B763,0,general aviation
2026-02-05,22:45,23:31,Da Nang,DAD,VietJet Air,VJ523,1,11R,Departed,VN-A662,A320,0,passenger
2026-02-05,21:40,23:28,Ho Chi Minh City,SGN,Vietnam Airlines,VN7211,1,11R,Departed,VN-A325,A321,0,passenger
2026-02-05,22:50,23:25,Seoul,ICN,VietJet Air,VJ962,2,11R,Departed,VN-A693,A21N,0,passenger
2026-02-05,22:10,23:22,Ho Chi Minh City,SGN,VietJet Air,VJ123,1,11R,Departed,VN-A516,A21N,0,passenger
2026-02-05,22:50,23:19,Cebu,CEB,Vietnam Airlines,VN643,2,11R,Departed,VN-A610,A321,1,passenger
2026-02-05,22:35,23:15,Ho Chi Minh City,SGN,Bamboo Airways,QH283,1,11R,Departed,PK-BBK,B739,0,passenger
2026-02-05,22:55,23:10,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G895,1,11R,Departed,VN-A286,A21N,0,passenger
2026-02-05,22:55,23:08,Istanbul,IST,Turkish Airlines,TK165,2,11R,Departed,TC-LGH,A359,1,passenger
2026-02-05,17:30,22:55,Ho Chi Minh City,SGN,Vietnam Airlines,VN257,1,11R,Departed,VN-A609,A321,0,passenger
2026-02-05,,22:47,Hong Kong,HKG,K-Mile Air,8K525,0,29L,Departed,HS-KMD,B738,0,cargo
2026-02-05,,22:44,Zhengzhou,CGO,,JD648,0,11R,Departed,B-32MG,A332,0,cargo
2026-02-05,22:05,22:32,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G883,1,11R,Departed,VN-A279,A321,1,passenger
2026-02-05,,22:25,,,Silk Way West Airlines,7L8582,,11R,Departed,VP-BMU,B77L,0,cargo
2026-02-05,21:50,22:13,Ho Chi Minh City,SGN,VietJet Air,VJ161,1,11R,Departed,LY-NVE,A320,0,passenger
2026-02-05,22:00,22:11,Ho Chi Minh City,SGN,Vietnam Airlines,VN267,1,11R,Departed,VN-A616,A21N,1,passenger
2026-02-05,20:50,22:08,Da Nang,DAD,VietJet Air,VJ521,1,11R,Departed,VN-A645,A321,0,passenger
2026-02-05,22:00,22:00,Shenzhen,SZX,China Southern Airlines,CZ8084,2,11R,Departed,B-1696,A320,0,passenger
2026-02-05,21:45,21:50,Ho Chi Minh City,SGN,Vietnam Airlines,VN7217,1,11R,Departed,VN-A515,A20N,0,passenger
2026-02-05,21:00,21:48,Ho Chi Minh City,SGN,Vietnam Airlines,VN221,1,11R,Departed,VN-A866,B789,1,passenger
2026-02-05,21:30,21:38,Shanghai,PVG,VietJet Air,VJ7238,2,11R,Departed,VN-A650,A320,0,passenger
2026-02-05,20:50,21:25,Bangkok,DMK,AirAsia,FD645,2,11R,Departed,HS-EAD,A21N,0,passenger
2026-02-05,21:05,21:23,Da Nang,DAD,Vietnam Airlines,VN7193,1,11R,Departed,VN-A334,A321,0,passenger
2026-02-05,21:00,21:20,Ho Chi Minh City,SGN,Vietravel Airlines,VU791,1,11R,Departed,VN-A136,A320,0,passenger
2026-02-05,,21:11,Hong Kong,HKG,Cathay Pacific,CX3246,0,11R,Departed,B-LJJ,B748,0,general aviation
2026-02-05,20:30,21:03,Ho Chi Minh City,SGN,Bamboo Airways,QH273,1,11R,Departed,VN-A227,A321,0,passenger
2026-02-05,,21:01,Hong Kong,HKG,Hong Kong Air Cargo,RH318,0,11R,Departed,B-LNX,A332,0,cargo
2026-02-05,20:05,20:57,Ho Chi Minh City,SGN,VietJet Air,VJ155,1,11R,Departed,VN-A536,A21N,0,passenger
2026-02-05,20:40,20:54,Chongqing,CKG,West Air,PN6424,2,11R,Departed,B-9981,A320,1,passenger
2026-02-05,20:30,20:51,Ho Chi Minh City,SGN,Vietnam Airlines,VN265,1,11R,Departed,VN-A874,B78X,1,passenger
2026-02-05,20:05,20:48,Hue,HUI,Vietnam Airlines,VN1549,1,11R,Departed,VN-A326,A321,0,passenger
2026-02-05,20:30,20:44,Ho Chi Minh City,SGN,Vietnam Airlines,VN7021,1,11R,Departed,VN-A886,A359,0,passenger
2026-02-05,20:20,20:42,Vinh,VII,Vietnam Airlines,VN7717,1,11R,Departed,VN-A332,A321,0,passenger
2026-02-05,20:25,20:39,Bangkok,BKK,Thai Airways,TG565,2,11R,Departed,HS-TXO,A320,1,passenger
2026-02-05,20:20,20:35,Changsha,CSX,China Southern Airlines,CZ8360,2,11R,Departed,B-32FU,A20N,0,passenger
2026-02-05,20:10,20:31,Ho Chi Minh City,SGN,Vietravel Airlines,VU787,1,11R,Departed,VN-A289,A321,0,passenger
2026-02-05,20:05,20:28,Beijing,PKX,VietJet Air,VJ7712,2,11R,Departed,VN-A670,A321,0,passenger
2026-02-05,19:10,20:25,Delhi,DEL,VietJet Air,VJ971,2,11R,Departed,VN-A815,A333,0,passenger
2026-02-05,,20:23,Chennai,MAA,,,0,11R,Departed,VT-AFN,B738,0,cargo
2026-02-05,19:50,20:20,Hong Kong,HKG,Hong Kong Airlines,HX529,0,11R,Departed,B-LPQ,A320,0,general aviation
2026-02-05,20:00,20:17,Abu Dhabi,AUH,Etihad Airways,EY431,2,11R,Departed,A6-BND,B789,0,passenger
2026-02-05,20:00,20:13,Ho Chi Minh City,SGN,Vietnam Airlines,VN263,1,11R,Departed,VN-A879,B78X,0,passenger
2026-02-05,19:45,20:10,Guangzhou,CAN,China Southern Airlines,CZ8178,2,11R,Departed,B-9929,A320,1,passenger
2026-02-05,19:45,20:07,Da Nang,DAD,VietJet Air,VJ519,1,11R,Departed,VN-A547,A21N,0,passenger
2026-02-05,19:40,20:04,Shenzhen,SZX,Shenzhen Airlines,ZH106,2,11R,Departed,B-5379,B738,1,passenger
2026-02-05,19:30,20:01,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G873,1,11R,Departed,VN-A284,A21N,0,passenger
2026-02-05,18:55,19:56,Bangkok,BKK,Vietnam Airlines,VN617,2,11R,Departed,VN-A357,A321,1,passenger
2026-02-05,19:10,19:53,Bengaluru,BLR,Vietnam Airlines,VN983,2,11R,Departed,VN-A625,A21N,0,passenger
2026-02-05,19:30,19:50,Hong Kong,HKG,Cathay Pacific,CX742,0,11R,Departed,B-HNE,B773,0,general aviation
2026-02-05,18:25,19:47,Buon Ma Thuot,BMV,VietJet Air,VJ493,1,11R,Departed,VN-A580,A21N,0,passenger
2026-02-05,,19:44,Shanghai,PVG,China Cargo Airlines,CK288,0,11R,Departed,B-222V,B77L,0,cargo
2026-02-05,19:15,19:41,Hue,HUI,VietJet Air,VJ569,1,11R,Departed,VN-A662,A320,0,passenger
2026-02-05,19:05,19:38,Ho Chi Minh City,SGN,VietJet Air,VJ173,1,11R,Departed,VN-A522,A321,1,passenger
2026-02-05,19:00,19:35,Ho Chi Minh City,SGN,Vietnam Airlines,VN219,1,11R,Departed,VN-A896,A359,0,passenger
2026-02-05,19:05,19:31,Da Nang,DAD,Vietnam Airlines,VN195,1,11R,Departed,VN-A612,A321,0,passenger
2026-02-05,18:45,19:27,Shanghai,PVG,China Eastern Airlines,MU6014,2,11R,Departed,B-32LH,A21N,0,passenger
2026-02-05,19:10,19:25,Doha,DOH,Qatar Airways,QR977,2,11R,Departed,A7-BHR,B789,1,passenger
2026-02-05,19:00,19:22,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G869,1,11R,Departed,VN-A280,A321,0,passenger
2026-02-05,19:15,19:15,Luang Prabang,LPQ,Lao Airlines,QV314,2,,Departed,RDPL-34175,AT75,0,passenger
2026-02-05,19:00,19:13,Ahmedabad,AMD,VietJet Air,VJ1925,2,11R,Departed,VN-A671,A320,0,passenger
2026-02-05,18:20,19:10,Da Nang,DAD,Vietnam Airlines,VN6071,1,11R,Departed,VN-A363,A321,0,passenger
2026-02-05,18:25,19:05,Singapore,SIN,Singapore Airlines,SQ193,2,11R,Departed,9V-MBM,B38M,0,passenger
2026-02-05,,19:01,Ashgabat,ASB,Turkmenistan Airlines,T5698,0,11R,Departed,EZ-F430,A332,0,cargo
2026-02-05,18:25,18:58,Taipei,TPE,Starlux,JX718,0,11R,Departed,B-58209,A21N,0,general aviation
2026-02-05,18:40,18:55,Ho Chi Minh City,SGN,Bamboo Airways,QH263,1,11R,Departed,VN-A596,A20N,0,passenger
2026-02-05,18:10,18:52,Ho Chi Minh City,SGN,VietJet Air,VJ193,1,11R,Departed,VN-A674,A21N,1,passenger
2026-02-05,18:30,18:49,Ho Chi Minh City,SGN,Vietnam Airlines,VN231,1,11R,Departed,VN-A871,B789,0,passenger
2026-02-05,17:20,18:46,Ho Chi Minh City,SGN,VietJet Air,VJ163,1,11R,Departed,LY-MLI,A320,0,passenger
2026-02-05,18:20,18:42,Taipei,TPE,EVA Air,BR386,2,11R,Departed,B-16220,A321,1,passenger
2026-02-05,18:20,18:38,Kaohsiung,KHH,Vietnam Airlines,VN586,2,11R,Departed,VN-A399,A321,0,passenger
2026-02-05,18:10,18:35,Ho Chi Minh City,SGN,Bamboo Airways,QH271,1,11R,Departed,VN-A597,A321,0,passenger
2026-02-05,18:15,18:32,Shanghai,PVG,Air China,CA756,2,11R,Departed,B-6791,A321,1,passenger
2026-02-05,17:45,18:29,Mumbai,BOM,Vietnam Airlines,VN973,2,11R,Departed,VN-A865,B789,0,passenger
2026-02-05,,18:25,,,,,,11R,Departed,T7-852,GLEX,0,business jet
2026-02-05,18:00,18:22,Ho Chi Minh City,SGN,Vietnam Airlines,VN259,1,11R,Departed,VN-A888,A359,1,passenger
2026-02-05,18:00,18:19,Nha Trang,CXR,VietJet Air,VJ779,1,11R,Departed,VN-A641,A321,0,passenger
2026-02-05,17:40,18:16,Nha Trang,CXR,VietJet Air,VJ783,1,11R,Departed,VN-A535,A321,0,passenger
2026-02-05,18:00,18:13,Siem Reap,SAI,Vietnam Airlines,VN843,2,11R,Departed,VN-A609,A321,0,passenger
2026-02-05,17:25,18:09,Can Tho,VCA,VietJet Air,VJ465,1,11R,Departed,VN-A637,A321,0,passenger
2026-02-05,16:00,18:06,Ho Chi Minh City,SGN,VietJet Air,VJ195,1,11R,Departed,VN-A817,A333,0,passenger
2026-02-05,17:55,18:03,Delhi,DEL,IndiGo,6E1634,2,11R,Departed,VT-ISZ,A20N,0,passenger
2026-02-05,17:35,18:00,Taipei,TPE,Vietnam Airlines,VN578,2,11R,Departed,VN-A604,A321,0,passenger
2026-02-05,,17:57,,,Hai Au Aviation,HAI799,,11R,Departed,VN-A799,GA7C,0,business jet
2026-02-05,,17:54,Shanghai,PVG,China Cargo Airlines,CK286,0,11R,Departed,B-227G,B77L,0,cargo
2026-02-05,17:40,17:51,Phu Quoc,PQC,VietJet Air,VJ445,1,11R,Departed,VN-A672,A320,1,passenger
2026-02-05,17:45,17:48,Luang Prabang,LPQ,AirAsia,FD1039,2,11R,Departed,HS-CBI,A320,1,passenger
2026-02-05,16:45,17:46,Nha Trang,CXR,Vietnam Airlines,VN1563,1,11R,Departed,VN-A610,A321,0,passenger
2026-02-05,17:30,17:43,Taipei,TPE,China Airlines,CI794,2,11R,Departed,B-18120,A21N,0,passenger
2026-02-05,16:35,17:39,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1231,1,11R,Departed,VN-A286,A21N,0,passenger
2026-02-05,17:10,17:36,Ho Chi Minh City,SGN,VietJet Air,VJ147,1,11R,Departed,VN-A698,A321,0,passenger
2026-02-05,17:00,17:33,Ho Chi Minh City,SGN,Vietnam Airlines,VN217,1,11R,Departed,VN-A878,B78X,0,passenger
2026-02-05,17:05,17:30,Da Nang,DAD,Vietnam Airlines,VN187,1,11R,Departed,VN-A515,A20N,1,passenger
2026-02-05,17:00,17:19,Vinh,VII,Vietnam Airlines,VN1717,1,11R,Departed,VN-A616,A21N,0,passenger
2026-02-05,16:50,17:16,Da Nang,DAD,Vietravel Airlines,VU639,1,11R,Departed,VN-A136,A320,0,passenger
2026-02-05,16:05,17:12,Da Lat,DLI,VietJet Air,VJ409,1,11R,Departed,VN-A645,A321,0,passenger
2026-02-05,16:40,17:09,Vientiane,VTE,Lao Airlines,QV312,2,11R,Departed,RDPL-34188,A320,0,passenger
2026-02-05,16:15,17:05,Ho Chi Minh City,SGN,Vietravel Airlines,VU779,1,11R,Departed,9H-MLW,A320,0,passenger
2026-02-05,16:30,17:02,Da Nang,DAD,Vietnam Airlines,VN179,1,,Departed,VN-A615,A321,0,passenger
2026-02-05,16:35,16:59,Can Tho,VCA,Vietnam Airlines,VN1207,1,11R,Departed,VN-A325,A321,0,passenger
2026-02-05,16:30,16:57,Hue,HUI,Vietnam Airlines,VN1545,1,11R,Departed,VN-A332,A321,1,passenger
2026-02-05,16:25,16:53,Da Nang,DAD,VietJet Air,VJ515,1,11R,Departed,VN-A650,A320,0,passenger
2026-02-05,16:30,16:51,Ho Chi Minh City,SGN,Bamboo Airways,QH255,1,11R,Departed,PK-BBK,B739,0,passenger
2026-02-05,14:55,16:46,Shenzhen,SZX,Shenzhen Airlines,ZH104,2,11R,Departed,B-8077,A320,1,passenger
2026-02-05,16:20,16:42,Siem Reap,SAI,VietJet Air,VJ913,2,11R,Departed,VN-A632,A321,1,passenger
2026-02-05,15:35,16:40,Ho Chi Minh City,SGN,VietJet Air,VJ145,1,11R,Departed,VN-A820,A333,0,passenger
2026-02-05,16:10,16:37,Shenzhen,SZX,China Southern Airlines,CZ8470,2,11R,Departed,B-1696,A320,1,passenger
2026-02-05,15:30,16:34,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G853,1,11R,Departed,VN-A279,A321,0,passenger
2026-02-05,15:45,16:31,Kunming,KMG,China Eastern Airlines,MU9606,2,11R,Departed,B-5756,B738,0,passenger
2026-02-05,15:15,16:28,Siem Reap,SAI,Vietnam Airlines,VN837,2,11R,Departed,VN-A396,A321,1,passenger
2026-02-05,15:55,16:25,Pleiku,PXU,VietJet Air,VJ423,1,11R,Departed,VN-A536,A21N,0,passenger
2026-02-05,16:00,16:22,Ho Chi Minh City,SGN,Vietnam Airlines,VN273,1,11R,Departed,VN-A873,B78X,0,passenger
2026-02-05,15:55,16:20,Ho Chi Minh City,SGN,VietJet Air,VJ191,1,11R,Departed,VN-A649,A321,0,passenger
2026-02-05,15:50,16:15,Bangkok,BKK,VietJet Air,VJ903,2,11R,Departed,VN-A538,A21N,1,passenger
2026-02-05,15:25,16:11,Qui Nhon,UIH,VietJet Air,VJ433,1,11R,Departed,VN-A655,A320,0,passenger
2026-02-05,15:50,16:08,Bangkok,BKK,Vietnam Airlines,VN619,2,11R,Departed,VN-A331,A321,1,passenger
2026-02-05,14:50,16:05,Kuala Lumpur,KUL,AirAsia,AK513,2,11R,Departed,9M-AGP,A320,1,passenger
2026-02-05,15:40,16:01,Xiamen,XMN,Xiamen Air,MF870,2,11R,Departed,B-5435,B738,1,passenger
2026-02-05,15:35,15:57,Ho Chi Minh City,SGN,VietJet Air,VJ199,1,11R,Departed,VN-A534,A21N,0,passenger
2026-02-05,15:45,15:55,Guangzhou,CAN,China Southern Airlines,CZ8316,2,11R,Departed,B-1831,A321,1,passenger
2026-02-05,15:20,15:52,Chiang Mai,CNX,AirAsia,FD871,2,11R,Departed,HS-BBJ,A320,1,passenger
2026-02-05,15:30,15:49,Phu Quoc,PQC,VietJet Air,VJ1441,1,11R,Departed,VN-A528,A21N,0,passenger
2026-02-05,15:30,15:46,Ho Chi Minh City,SGN,Vietnam Airlines,VN249,1,11R,Departed,VN-A866,B789,1,passenger
2026-02-05,14:20,15:42,Da Nang,DAD,VietJet Air,VJ511,1,11R,Departed,VN-A657,A321,0,passenger
2026-02-05,15:05,15:39,Da Nang,DAD,Vietnam Airlines,VN173,1,11R,Departed,VN-A326,A321,0,passenger
2026-02-05,15:10,15:35,Shanghai,PVG,China Eastern Airlines,MU6012,2,11R,Departed,B-6886,A321,0,passenger
2026-02-05,,15:31,,,Air Zeta,KJ934,,11R,Departed,HL7420,B744,0,cargo
2026-02-05,,15:28,,,JD Airlines,JG2724,,11R,Departed,B-5333,B738,0,cargo
2026-02-05,15:00,15:25,Ho Chi Minh City,SGN,Vietnam Airlines,VN215,1,11R,Departed,VN-A872,B78X,1,passenger
2026-02-05,15:10,15:19,Phnom Penh,KTI,Air Cambodia,K6855,2,11R,Departed,XU-353,A320,0,passenger
2026-02-05,15:10,15:09,Nha Trang,CXR,VietJet Air,VJ7705,1,11R,Departed,VN-A549,A21N,0,passenger
2026-02-05,14:25,15:03,Taipei,TPE,VietJet Air,VJ942,2,11R,Departed,VN-A516,A21N,1,passenger
2026-02-05,14:40,15:00,Kuala Lumpur,KUL,Vietnam Airlines,VN681,2,11R,Departed,VN-A392,A321,0,passenger
2026-02-05,13:55,14:55,Manila,MNL,Philippine Airlines,PR594,2,11R,Departed,RP-C9907,,0,passenger
