Crawl_Date,Scheduled_Time,Actual_Time,Destination,IATA,Airline,Flight_No,Terminal,Departure_Runway,Status,Scheduled_Tail,Aircraft_Type,Is_Fixed_Flight,Category
2026-01-31,23:45,00:00,Tokyo,HND,Japan Airlines,JL70,2,25L,Departed,JA831J,B788,0,passenger
2026-02-01,23:30,23:58,Shanghai,PVG,Spring Airlines,9C7558,2,25L,Departed,B-9965,A320,0,passenger
2026-02-01,23:55,23:55,Dubai,DXB,Emirates,EK393,2,25L,Departed,A6-ENB,B77W,1,passenger
2026-02-01,23:00,23:38,Da Nang,DAD,VietJet Air,VJ636,1,25L,Departed,VN-A642,A321,0,passenger
2026-02-01,23:25,23:34,Manila,MNL,Vietnam Airlines,VN648,2,25L,Departed,VN-A390,A321,0,passenger
2026-02-01,23:05,23:27,Tokyo,HND,All Nippon Airways,NH892,2,25L,Departed,JA901A,B78X,1,passenger
2026-02-01,22:45,23:11,Hanoi,HAN,VietJet Air,VJ178,1,25L,Departed,VN-A633,A321,1,passenger
2026-02-01,23:00,23:09,Hanoi,HAN,Vietnam Airlines,VN270,3,25L,Departed,VN-A606,A321,1,passenger
2026-02-01,22:40,23:01,Sydney,SYD,Jetstar,JQ62,2,25L,Departed,VH-VKF,B788,0,passenger
2026-02-01,22:35,22:58,Da Nang,DAD,Vietnam Airlines,VN7112,3,25L,Departed,VN-A336,A321,0,passenger
2026-02-01,21:45,22:53,Guangzhou,CAN,VietJet Air,VJ3908,2,25L,Departed,VN-A549,A21N,0,passenger
2026-02-01,22:00,22:51,Hanoi,HAN,Vietnam Airlines,VN224,3,25L,Departed,VN-A396,A321,0,passenger
2026-02-01,22:30,22:47,Hanoi,HAN,Sun PhuQuoc Airways,9G886,3,25L,Departed,VN-A284,A21N,0,passenger
2026-02-01,20:25,22:45,Hanoi,HAN,VietJet Air,VJ190,1,25L,Departed,VN-A666,A320,0,passenger
2026-02-01,22:15,22:42,Vinh,VII,Vietnam Airlines,VN7082,3,25L,Departed,VN-A335,A321,0,passenger
2026-02-01,22:15,22:39,Seoul,ICN,VietJet Air,VJ864,2,25L,Departed,VN-A671,A320,0,passenger
2026-02-01,22:15,22:37,Istanbul,IST,Turkish Airlines,TK163,2,25L,Departed,TC-LMC,B789,1,passenger
2026-02-01,19:35,22:26,Hanoi,HAN,Bamboo Airways,QH268,3,25L,Departed,PK-BBK,B739,0,passenger
2026-02-01,21:45,22:24,Hanoi,HAN,VietJet Air,VJ174,1,25L,Departed,VN-A699,A320,0,passenger
2026-02-01,22:00,22:22,Nha Trang,CXR,VietJet Air,VJ1602,1,25L,Departed,VN-A539,A21N,0,passenger
2026-02-01,21:25,22:14,Da Nang,DAD,VietJet Air,VJ640,1,25L,Departed,VN-A644,A321,0,passenger
2026-02-01,21:05,22:12,Da Nang,DAD,VietJet Air,VJ1622,1,25L,Departed,VN-A634,A321,0,passenger
2026-02-01,21:20,22:09,Hanoi,HAN,VietJet Air,VJ158,1,25L,Departed,VN-A676,A320,0,passenger
2026-02-01,21:20,22:06,Vinh,VII,Vietnam Airlines,VN1280,3,25L,Departed,VN-A623,A21N,0,passenger
2026-02-01,20:15,22:04,Hue,HUI,VietJet Air,VJ312,1,25L,Departed,LY-NVG,A320,0,passenger
2026-02-01,21:10,22:01,Da Nang,DAD,Vietnam Airlines,VN7122,3,25L,Departed,9H-MLE,A320,0,passenger
2026-02-01,21:25,21:59,Hanoi,HAN,Sun PhuQuoc Airways,9G882,3,25L,Departed,VN-A280,A321,0,passenger
2026-02-01,20:40,21:56,Da Nang,DAD,VietJet Air,VJ646,1,25L,Departed,LY-MLN,A320,0,passenger
2026-02-01,21:30,21:54,Hanoi,HAN,Vietnam Airlines,VN7020,3,25L,Departed,VN-A613,A321,0,passenger
2026-02-01,20:15,21:51,Hanoi,HAN,VietJet Air,VJ180,1,25L,Departed,VN-A814,A333,0,passenger
2026-02-01,21:35,21:48,Bangkok,DMK,AirAsia,FD659,2,25L,Departed,HS-CBG,A20N,1,passenger
2026-02-01,21:00,21:46,Hanoi,HAN,Vietnam Airlines,VN260,3,25L,Departed,VN-A871,B789,0,passenger
2026-02-01,21:20,21:42,Hue,HUI,Vietnam Airlines,VN1378,3,25L,Departed,VN-A331,A321,0,passenger
2026-02-01,20:00,21:41,Haiphong,HPH,VietJet Air,VJ282,1,25L,Departed,LY-MLI,A320,0,passenger
2026-02-01,21:10,21:38,Hanoi,HAN,Bamboo Airways,QH280,3,25L,Departed,VN-A227,A321,0,passenger
2026-02-01,21:15,21:36,Sydney,SYD,Vietnam Airlines,VN773,2,25L,Departed,VN-A891,A359,1,passenger
2026-02-01,19:00,21:33,Delhi,DEL,VietJet Air,VJ895,2,25L,Departed,VN-A817,A333,0,passenger
2026-02-01,20:55,21:30,Delhi,DEL,Air India,AI2389,2,25L,Departed,VT-EXU,A20N,1,passenger
2026-02-01,21:00,21:28,Nha Trang,CXR,VietJet Air,VJ1612,1,25L,Departed,VN-A648,A321,0,passenger
2026-02-01,21:05,21:25,Hanoi,HAN,Vietravel Airlines,VU794,3,25L,Departed,VN-A129,A321,0,passenger
2026-02-01,21:10,21:23,Melbourne,MEL,Vietnam Airlines,VN781,2,25L,Departed,VN-A892,A359,1,passenger
2026-02-01,20:30,21:20,Haiphong,HPH,Vietnam Airlines,VN1188,3,25L,Departed,9H-MLO,A320,0,passenger
2026-02-01,20:50,21:18,Hanoi,HAN,Bamboo Airways,QH286,3,25L,Departed,VN-A585,A321,0,passenger
2026-02-01,20:55,21:15,Haiphong,HPH,VietJet Air,VJ284,1,25L,Departed,VN-A551,A21N,0,passenger
2026-02-01,20:30,21:12,Phu Quoc,PQC,Vietnam Airlines,VN1835,3,25L,Departed,VN-A603,A321,0,passenger
2026-02-01,,21:10,Hong Kong,HKG,Ups,5X168,0,25L,Departed,N302UP,B763,0,general aviation
2026-02-01,20:30,21:03,Hanoi,HAN,Vietnam Airlines,VN256,3,25L,Departed,VN-A877,B78X,0,passenger
2026-02-01,20:35,21:01,Brunei,BWN,Royal Brunei Airlines,BI384,2,25L,Departed,V8-RBG,A20N,0,passenger
2026-02-01,20:05,20:58,Shanghai,PVG,VietJet Air,VJ3900,2,25L,Departed,VN-A535,A321,0,passenger
2026-02-01,20:25,20:56,Hue,HUI,Vietnam Airlines,VN1376,3,25L,Departed,VN-A602,A321,0,passenger
2026-02-01,,20:54,,,MJets Air,WW602,,25L,Departed,9M-WWA,B738,0,cargo
2026-02-01,20:00,20:51,Hanoi,HAN,Vietnam Airlines,VN220,3,25L,Departed,VN-A890,A359,0,passenger
2026-02-01,20:15,20:49,Kuala Lumpur,KUL,AirAsia,AK525,2,25L,Departed,9M-AJG,A320,1,passenger
2026-02-01,19:25,20:46,Mumbai,BOM,VietJet Air,VJ883,2,25L,Departed,VN-A538,A21N,0,passenger
2026-02-01,18:45,20:44,Vinh,VII,Vietnam Airlines,VN1268,3,25L,Departed,9H-MLX,A320,0,passenger
2026-02-01,20:10,20:39,Bangkok,BKK,Thai Airways,TG557,2,25L,Departed,HS-TXM,A320,1,passenger
2026-02-01,19:10,20:36,Hue,HUI,VietJet Air,VJ316,1,25L,Departed,VN-A636,A321,0,passenger
2026-02-01,19:55,20:34,Hanoi,HAN,Vietnam Airlines,VN7244,3,25L,Departed,VN-A863,B789,0,passenger
2026-02-01,20:10,20:31,Haiphong,HPH,Bamboo Airways,QH1544,3,25L,Departed,JU-1410,A320,0,passenger
2026-02-01,19:50,20:29,Thanh Hoa,THD,Vietnam Airlines,VN1278,3,25L,Departed,VN-A393,A321,0,passenger
2026-02-01,17:55,20:27,Singapore,SIN,Scoot,TR303,2,25L,Departed,9V-NCB,A21N,0,passenger
2026-02-01,19:35,20:24,Chengdu,TFU,VietJet Air,VJ3930,2,25L,Departed,VN-A655,A320,0,passenger
2026-02-01,19:30,20:21,Sydney,SYD,VietJet Air,VJ85,2,25L,Departed,VN-A816,A333,1,passenger
2026-02-01,19:50,20:19,Singapore,SIN,Singapore Airlines,SQ185,2,25L,Departed,9V-SCR,B78X,1,passenger
2026-02-01,19:15,20:14,Bengaluru,BLR,VietJet Air,VJ1801,2,25L,Departed,VN-A546,A21N,0,passenger
2026-02-01,19:50,20:11,Nha Trang,CXR,Vietnam Airlines,VN1350,3,25L,Departed,VN-A619,A21N,0,passenger
2026-02-01,17:10,20:08,Doha,DOH,Qatar Airways,QR971,2,25L,Departed,A7-BAJ,B77W,0,passenger
2026-02-01,19:10,20:06,Hanoi,HAN,VietJet Air,VJ196,1,25L,Departed,VN-A820,A333,0,passenger
2026-02-01,19:45,20:03,Da Nang,DAD,Vietnam Airlines,VN146,3,25L,Departed,VN-A392,A321,0,passenger
2026-02-01,19:35,20:01,Thanh Hoa,THD,VietJet Air,VJ1244,1,25L,Departed,VN-A548,A21N,0,passenger
2026-02-01,19:35,19:59,Hong Kong,HKG,Cathay Pacific,CX764,0,25L,Departed,B-HNI,B773,1,general aviation
2026-02-01,19:30,19:55,Siem Reap,SAI,Vietnam Airlines,VN815,2,25L,Departed,VN-A601,A321,0,passenger
2026-02-01,19:35,19:53,Hanoi,HAN,Vietnam Airlines,VN262,3,25L,Departed,VN-A894,A359,0,passenger
2026-02-01,19:05,19:50,Hanoi,HAN,VietJet Air,VJ160,1,25L,Departed,VN-A635,A321,0,passenger
2026-02-01,18:55,19:47,Da Nang,DAD,Vietnam Airlines,VN142,3,25L,Departed,VN-A395,A321,0,passenger
2026-02-01,19:00,19:45,Nha Trang,CXR,Vietnam Airlines,VN6150,3,25L,Departed,VN-A354,A321,0,passenger
2026-02-01,18:50,19:40,Hanoi,HAN,VietJet Air,VJ166,1,25L,Departed,VN-A516,A21N,0,passenger
2026-02-01,18:50,19:37,Ahmedabad,AMD,VietJet Air,VJ1805,2,25L,Departed,VN-A543,A21N,0,passenger
2026-02-01,18:35,19:34,Haiphong,HPH,Vietnam Airlines,VN1186,3,25R,Departed,VN-A615,A321,0,passenger
2026-02-01,19:00,19:32,Kuala Lumpur,KUL,Malaysia Airlines,MH767,2,25L,Departed,9M-MXK,B738,0,passenger
2026-02-01,19:05,19:29,Vinh,VII,Bamboo Airways,QH1154,3,25L,Departed,VN-A596,A20N,0,passenger
2026-02-01,18:15,19:27,Haiphong,HPH,VietJet Air,VJ280,1,25L,Departed,VN-A673,A321,0,passenger
2026-02-01,,19:24,Shanghai,PVG,DHL Air,3S618,0,25L,Departed,D-AERA,B77L,0,cargo
2026-02-01,18:55,19:22,Qui Nhon,UIH,VietJet Air,VJ1386,1,25L,Departed,VN-A645,A321,0,passenger
2026-02-01,19:00,19:19,Hanoi,HAN,Vietnam Airlines,VN258,3,25L,Departed,VN-A872,B78X,0,passenger
2026-02-01,17:25,19:14,Chu Lai,VCL,VietJet Air,VJ376,1,25L,Departed,LY-NVE,A320,0,passenger
2026-02-01,19:00,19:07,Hanoi,HAN,Sun PhuQuoc Airways,9G872,3,25L,Departed,VN-A286,A21N,0,passenger
2026-02-01,18:55,19:05,Guangzhou,CAN,Spring Airlines,9C7348,2,25L,Departed,B-1807,A320,1,passenger
2026-02-01,18:40,19:02,Bangkok,BKK,Vietnam Airlines,VN609,2,25L,Departed,VN-A323,A321,0,passenger
2026-02-01,18:20,19:00,Thanh Hoa,THD,VietJet Air,VJ1246,1,25L,Departed,VN-A542,A321,0,passenger
2026-02-01,18:30,18:55,Phnom Penh,KTI,Air Cambodia,K6819,2,25L,Departed,XU-611,AT76,0,passenger
2026-02-01,18:05,18:50,Beijing,PKX,VietJet Air,VJ3948,2,25L,Departed,VN-A675,A320,0,passenger
2026-02-01,18:05,18:47,Vinh,VII,VietJet Air,VJ1220,1,25L,Departed,VN-A650,A320,0,passenger
2026-02-01,18:05,18:45,Bangkok,DMK,AirAsia,FD655,2,25L,Departed,HS-EAC,A21N,1,passenger
2026-02-01,18:40,18:42,San Francisco,SFO,Vietnam Airlines,VN98,2,25L,Departed,VN-A898,A359,0,passenger
2026-02-01,17:50,18:39,Siem Reap,SAI,Air Cambodia,K6829,2,25L,Departed,XU-610,AT76,0,passenger
2026-02-01,18:15,18:37,Da Nang,DAD,VietJet Air,VJ648,1,25L,Departed,VN-A633,A321,0,passenger
2026-02-01,17:35,18:35,Bangkok,BKK,VietJet Air,VJ805,2,25L,Departed,VN-A677,A321,1,passenger
2026-02-01,17:50,18:32,Taipei,TPE,China Airlines,CI784,2,25L,Departed,B-18903,A359,0,passenger
2026-02-01,16:50,18:29,Pleiku,PXU,VietJet Air,VJ396,1,25L,Departed,LY-NVG,A320,0,passenger
2026-02-01,18:00,18:24,Hanoi,HAN,Vietnam Airlines,VN218,3,25L,Departed,VN-A873,B78X,1,passenger
2026-02-01,13:15,18:22,Hanoi,HAN,Vietravel Airlines,VU778,3,25L,Departed,9H-MLW,A320,0,passenger
2026-02-01,18:10,18:19,Buon Ma Thuot,BMV,Vietnam Airlines,VN1414,3,25L,Departed,VN-A613,A321,1,passenger
2026-02-01,17:50,18:17,Taipei,TPE,Starlux,JX714,0,25L,Departed,B-58304,A339,0,general aviation
2026-02-01,17:45,18:15,Qui Nhon,UIH,VietJet Air,VJ384,1,25L,Departed,VN-A676,A320,0,passenger
2026-02-01,17:55,18:12,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1985,3,25L,Departed,VN-A282,A21N,0,passenger
2026-02-01,18:00,18:09,Dubai,DXB,Emirates,EK365,2,25L,Departed,A6-EXA,A359,1,passenger
2026-02-01,17:10,18:07,Hanoi,HAN,Vietravel Airlines,VU780,3,25L,Departed,VN-A289,A321,0,passenger
2026-02-01,17:25,18:05,Da Lat,DLI,Vietnam Airlines,VN1386,3,25L,Departed,VN-A603,A321,0,passenger
2026-02-01,17:50,18:03,Kaohsiung,KHH,Vietnam Airlines,VN580,2,25L,Departed,VN-A324,A321,0,passenger
2026-02-01,16:45,18:00,Da Nang,DAD,Vietnam Airlines,VN140,3,25L,Departed,VN-A390,A321,0,passenger
2026-02-01,17:25,17:57,Hanoi,HAN,Vietnam Airlines,VN7290,3,25L,Departed,VN-A886,A359,0,passenger
2026-02-01,17:20,17:55,Tokyo,HND,VietJet Air,VJ820,2,25L,Departed,VN-A523,A21N,1,passenger
2026-02-01,17:15,17:52,Phu Quoc,PQC,Vietravel Airlines,VU303,3,25L,Departed,VN-A129,A321,0,passenger
2026-02-01,17:05,17:50,Haiphong,HPH,Vietnam Airlines,VN1180,3,25L,Departed,VN-A356,A321,1,passenger
2026-02-01,16:25,17:47,Nha Trang,CXR,VietJet Air,VJ600,1,25L,Departed,VN-A578,A21N,0,passenger
2026-02-01,16:45,17:45,Dong Hoi,VDH,VietJet Air,VJ1260,1,25L,Departed,VN-A699,A320,1,passenger
2026-02-01,17:00,17:43,Hanoi,HAN,VietJet Air,VJ152,1,25L,Departed,VN-A528,A21N,0,passenger
2026-02-01,17:05,17:40,Thanh Hoa,THD,VietJet Air,VJ250,1,25L,Departed,VN-A685,A321,0,passenger
2026-02-01,17:00,17:37,Hanoi,HAN,Vietnam Airlines,VN254,3,25L,Departed,VN-A869,B789,1,passenger
2026-02-01,16:55,17:34,Bangkok,BKK,Vietnam Airlines,VN607,2,25L,Departed,VN-A396,A321,0,passenger
2026-02-01,17:05,17:32,Hue,HUI,Vietnam Airlines,VN6160,3,25L,Departed,VN-A359,A321,0,passenger
2026-02-01,16:50,17:29,Taipei,TPE,Vietnam Airlines,VN570,2,25L,Departed,VN-A325,A321,0,passenger
2026-02-01,17:00,17:26,Singapore,SIN,Singapore Airlines,SQ177,2,25L,Departed,9V-SHF,A359,0,passenger
2026-02-01,17:00,17:23,Thanh Hoa,THD,Vietnam Airlines,VN7274,3,25L,Departed,VN-A616,A21N,0,passenger
2026-02-01,16:40,17:20,Phu Quoc,PQC,VietJet Air,VJ1329,1,25L,Departed,VN-A552,A21N,0,passenger
2026-02-01,16:55,17:17,Kunming,KMG,China Eastern Airlines,MU9634,2,25L,Departed,B-5701,B738,1,passenger
2026-02-01,16:15,17:14,Vinh,VII,VietJet Air,VJ1216,1,25L,Departed,VN-A644,A321,0,passenger
2026-02-01,16:40,17:13,Kuala Lumpur,KUL,Malaysia Airlines,MH759,2,25L,Departed,9M-MLT,B738,1,passenger
2026-02-01,16:40,17:10,Hanoi,HAN,Vietnam Airlines,VN252,3,25L,Departed,VN-A878,B78X,0,passenger
2026-02-01,13:40,17:06,Thanh Hoa,THD,Bamboo Airways,QH1172,3,25L,Departed,ER-00005,A320,0,passenger
2026-02-01,16:30,17:03,Dong Hoi,VDH,VietJet Air,VJ262,1,25L,Departed,LY-MLN,A320,0,passenger
2026-02-01,15:55,17:00,Phnom Penh,KTI,Vietnam Airlines,VN920,2,25L,Departed,VN-A327,A321,0,passenger
2026-02-01,16:15,16:58,Da Nang,DAD,Vietnam Airlines,VN136,3,25L,Departed,VN-A336,A321,0,passenger
2026-02-01,16:35,16:56,Hue,HUI,VietJet Air,VJ1310,1,25L,Departed,VN-A648,A321,0,passenger
2026-02-01,15:45,16:53,Manila,MNL,Philippine Airlines,PR598,2,25L,Departed,RP-C8780,A333,0,passenger
2026-02-01,16:30,16:50,Siem Reap,SAI,Vietnam Airlines,VN813,2,25L,Departed,VN-A623,A21N,0,passenger
2026-02-01,16:15,16:47,Singapore,SIN,Singapore Airlines,SQ183,2,25L,Departed,9V-SMP,A359,1,passenger
2026-02-01,15:45,16:44,Hue,HUI,Vietnam Airlines,VN1374,3,25L,Departed,VN-A602,A321,0,passenger
2026-02-01,16:20,16:42,Singapore,SIN,Vietnam Airlines,VN657,2,25L,Departed,VN-A614,A321,0,passenger
2026-02-01,15:20,16:39,Hanoi,HAN,VietJet Air,VJ194,1,25L,Departed,VN-A549,A21N,0,passenger
2026-02-01,16:30,16:36,Qui Nhon,UIH,Bamboo Airways,QH1124,3,25L,Departed,JU-1410,A320,0,passenger
2026-02-01,16:00,16:34,Vientiane,VTE,VietJet Air,VJ1831,2,25L,Departed,VN-A689,A320,1,passenger
2026-02-01,16:10,16:31,Kuala Lumpur,KUL,AirAsia,AK523,2,25L,Departed,9M-RAD,A320,1,passenger
2026-02-01,15:55,16:29,Chu Lai,VCL,Vietnam Airlines,VN1468,3,25L,Departed,VN-A393,A321,0,passenger
2026-02-01,15:55,16:27,Da Lat,DLI,VietJet Air,VJ362,1,25L,Departed,VN-A635,A321,0,passenger
2026-02-01,16:00,16:24,Hanoi,HAN,Vietnam Airlines,VN216,3,25L,Departed,VN-A861,B789,1,passenger
2026-02-01,16:10,16:19,Guangzhou,CAN,China Southern Airlines,CZ374,2,25L,Departed,B-6775,A320,1,passenger
2026-02-01,15:55,16:16,Haiphong,HPH,VietJet Air,VJ278,1,25L,Departed,VN-A639,A321,0,passenger
2026-02-01,15:45,16:14,Haiphong,HPH,Vietnam Airlines,VN7172,3,25L,Departed,9H-MLE,A320,0,passenger
2026-02-01,15:50,16:10,Kuala Lumpur,KUL,Vietnam Airlines,VN679,2,25L,Departed,VN-A339,A321,1,passenger
2026-02-01,15:20,16:08,Phu Quoc,PQC,Vietnam Airlines,VN1829,3,25L,Departed,VN-A395,A321,0,passenger
2026-02-01,15:50,16:06,Qui Nhon,UIH,VietJet Air,VJ1388,1,25L,Departed,VN-A548,A21N,0,passenger
2026-02-01,15:45,16:03,Taipei,TPE,EVA Air,BR396,2,25L,Departed,B-16730,B77W,1,passenger
2026-02-01,15:40,15:58,Singapore,SIN,Scoot,TR347,2,25L,Departed,9V-NCE,A21N,0,passenger
2026-02-01,15:15,15:56,Buon Ma Thuot,BMV,VietJet Air,VJ358,1,25L,Departed,VN-A645,A321,0,passenger
2026-02-01,15:10,15:53,Hong Kong,HKG,VietJet Air,VJ876,2,25L,Departed,VN-A607,A21N,0,passenger
2026-02-01,15:25,15:50,Da Nang,DAD,VietJet Air,VJ638,1,25L,Departed,VN-A538,A21N,0,passenger
2026-02-01,15:30,15:48,Hanoi,HAN,Vietnam Airlines,VN232,3,25L,Departed,VN-A879,B78X,0,passenger
2026-02-01,15:30,15:45,Con Dao,VCS,Vietnam Airlines,VN8069,3,25L,Departed,VN-B218,AT75,0,passenger
2026-02-01,15:35,15:43,Hanoi,HAN,Sun PhuQuoc Airways,9G854,3,25L,Departed,VN-A280,A321,0,passenger
2026-02-01,15:20,15:40,Phu Quoc,PQC,VietJet Air,VJ331,0,25L,Departed,,,0,general aviation
2026-02-01,15:15,15:38,Da Nang,DAD,Vietnam Airlines,VN134,3,25L,Departed,VN-A601,A321,1,passenger
2026-02-01,15:15,15:32,Con Dao,VCS,Vietnam Airlines,VN1885,3,25L,Departed,VN-B220,AT75,0,passenger
2026-02-01,15:00,15:29,Hanoi,HAN,Vietnam Airlines,VN250,3,25L,Departed,VN-A871,B789,1,passenger
2026-02-01,14:40,15:27,Hanoi,HAN,VietJet Air,VJ134,1,25L,Departed,LY-MLI,A320,0,passenger
2026-02-01,14:35,15:24,Dong Hoi,VDH,Vietnam Airlines,VN7408,3,25L,Departed,9H-MLO,A320,0,passenger
2026-02-01,14:35,15:22,Hanoi,HAN,VietJet Air,VJ172,1,25L,Departed,VN-A814,A333,0,passenger
2026-02-01,15:05,15:18,Pleiku,PXU,Vietnam Airlines,VN1422,3,25L,Departed,VN-A615,A321,0,passenger
2026-02-01,13:50,15:16,Vinh,VII,Vietnam Airlines,VN1266,3,25L,Departed,9H-MLX,A320,0,passenger
2026-02-01,14:00,15:14,Hanoi,HAN,Vietravel Airlines,VU770,3,25L,Departed,VN-A136,A320,0,passenger
2026-02-01,14:55,15:11,Con Dao,VCS,Vietnam Airlines,VN8093,3,25L,Departed,VN-B219,AT75,0,passenger
2026-02-01,14:35,15:08,Phnom Penh,KTI,Qatar Airways,QR970,2,25L,Departed,A7-BAJ,B77W,0,passenger
2026-02-01,14:30,15:05,Chu Lai,VCL,VietJet Air,VJ378,1,25L,Departed,VN-A650,A320,0,passenger
2026-02-01,14:35,15:03,Thanh Hoa,THD,VietJet Air,VJ254,1,25L,Departed,VN-A636,A321,0,passenger
2026-02-01,13:00,14:55,Hanoi,HAN,VietJet Air,VJ198,1,25L,Departed,VN-A643,A321,0,passenger
2026-02-01,14:20,14:53,Singapore,SIN,Vietnam Airlines,VN655,2,25L,Departed,VN-A331,A321,1,passenger
2026-02-01,14:00,14:50,Phu Quoc,PQC,Vietnam Airlines,VN1833,3,25L,Departed,VN-A619,A21N,0,passenger
2026-02-01,14:30,14:48,Shenzhen,SZX,China Southern Airlines,CZ8466,2,25L,Departed,B-6978,A321,1,passenger
2026-02-01,14:05,14:46,Seoul,ICN,Korean Air,KE472,2,25L,Departed,HL8573,B78X,0,passenger
2026-02-01,14:10,14:43,Vinh,VII,VietJet Air,VJ1210,1,25L,Departed,VN-A546,A21N,1,passenger
2026-02-01,14:20,14:40,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1977,3,25L,Departed,VN-A282,A21N,1,passenger
2026-02-01,13:50,14:38,Hong Kong,HKG,Vietnam Airlines,VN594,2,25L,Departed,VN-A338,A321,1,passenger
2026-02-01,14:10,14:36,Chu Lai,VCL,VietJet Air,VJ374,1,25L,Departed,VN-A676,A320,0,passenger
2026-02-01,14:00,14:33,Hanoi,HAN,Vietnam Airlines,VN7248,3,25L,Departed,VN-A866,B789,0,passenger
2026-02-01,13:10,14:30,Da Nang,DAD,VietJet Air,VJ630,1,25L,Departed,VN-A670,A321,0,passenger
2026-02-01,14:00,14:28,Da Nang,DAD,VietJet Air,VJ632,1,25L,Departed,VN-A649,A321,0,passenger
2026-02-01,13:35,14:25,Penang,PEN,AirAsia,AK1503,2,25L,Departed,9M-AQH,A320,0,passenger
2026-02-01,,14:23,Hong Kong,HKG,Cargolux,CV7855,0,25L,Departed,LX-OCV,B744,0,cargo
2026-02-01,14:00,14:20,Hanoi,HAN,Vietnam Airlines,VN214,3,25L,Departed,VN-A877,B78X,0,passenger
2026-02-01,14:05,14:17,Con Dao,VCS,Vietnam Airlines,VN1897,3,25L,Departed,VN-B225,AT75,0,passenger
2026-02-01,13:55,14:15,Nanning,NNG,Sichuan Airlines,3U3798,2,25L,Departed,B-30CA,A20N,0,passenger
2026-02-01,13:35,14:12,Taipei,TPE,VietJet Air,VJ842,2,25L,Departed,VN-A534,A21N,0,passenger
2026-02-01,11:00,14:10,Hanoi,HAN,Vietnam Airlines,VN246,3,25L,Departed,VN-A874,B78X,0,passenger
2026-02-01,13:25,14:06,Johor Bahru,JHB,AirAsia,AK1493,2,25L,Departed,9M-RAQ,A20N,1,passenger
2026-02-01,13:10,14:04,Nha Trang,CXR,Vietnam Airlines,VN1344,3,25L,Departed,VN-A603,A321,0,passenger
2026-02-01,13:35,14:02,Qui Nhon,UIH,Vietnam Airlines,VN1394,3,25L,Departed,VN-A356,A321,0,passenger
2026-02-01,13:15,13:59,Hanoi,HAN,Vietravel Airlines,VU778,3,25L,Departed,9H-MLW,A320,0,passenger
2026-02-01,12:40,13:54,Hue,HUI,VietJet Air,VJ308,1,25L,Departed,LY-NVG,A320,0,passenger
2026-02-01,13:30,13:52,Haiphong,HPH,Vietnam Airlines,VN6440,3,25L,Departed,VN-A354,A321,0,passenger
2026-02-01,13:20,13:50,Thanh Hoa,THD,VietJet Air,VJ258,1,25L,Departed,VN-A542,A321,0,passenger
2026-02-01,13:25,13:47,Phu Quoc,PQC,Vietravel Airlines,VU309,3,25L,Departed,VN-A129,A321,0,passenger
2026-02-01,13:25,13:44,Da Nang,DAD,Bamboo Airways,QH158,3,25L,Departed,VN-A596,A20N,0,passenger
2026-02-01,13:30,13:42,Da Nang,DAD,Vietnam Airlines,VN132,3,25L,Departed,VN-A324,A321,0,passenger
2026-02-01,13:15,13:40,Hanoi,HAN,Bamboo Airways,QH242,3,25L,Departed,PK-BBK,B739,0,passenger
2026-02-01,12:30,13:37,Hanoi,HAN,VietJet Air,VJ138,1,25L,Departed,VN-A673,A321,0,passenger
2026-02-01,13:10,13:35,Shanghai,PVG,China Southern Airlines,CZ6078,2,25L,Departed,B-32L3,A21N,1,passenger
2026-02-01,11:00,13:32,Taipei,TPE,China Airlines,CI782,2,25L,Departed,B-18002,B77W,0,passenger
2026-02-01,13:00,13:30,Phu Quoc,PQC,Vietnam Airlines,VN1827,3,25L,Departed,VN-A616,A21N,0,passenger
2026-02-01,13:00,13:27,Hanoi,HAN,Vietnam Airlines,VN248,3,25L,Departed,VN-A892,A359,0,passenger
2026-02-01,12:50,13:17,Phu Quoc,PQC,VietJet Air,VJ347,1,25L,Departed,VN-A578,A21N,0,passenger
2026-02-01,13:00,13:15,Phnom Penh,KTI,Air Cambodia,K6817,2,25L,Departed,XU-612,AT76,0,passenger
2026-02-01,12:30,13:12,Con Dao,VCS,VietJet Air,VJ119,1,25L,Departed,B-656E,AJ27,0,passenger
2026-02-01,12:45,13:09,Taipei,TPE,EVA Air,BR392,2,25L,Departed,B-16721,B77W,0,passenger
2026-02-01,11:15,13:07,Hanoi,HAN,VietJet Air,VJ188,1,25L,Departed,LY-NVE,A320,0,passenger
2026-02-01,12:15,13:04,Qui Nhon,UIH,Vietnam Airlines,VN1390,3,25L,Departed,VN-A327,A321,0,passenger
2026-02-01,12:20,13:02,Hanoi,HAN,Sun PhuQuoc Airways,9G838,3,25L,Departed,VN-A279,A321,0,passenger
2026-02-01,12:05,12:59,Seoul,ICN,VietJet Air,VJ860,2,25L,Departed,VN-A674,A21N,1,passenger
2026-02-01,12:10,12:57,Seoul,ICN,Asiana Airlines,OZ732,2,25L,Departed,HL8399,A21N,1,passenger
2026-02-01,11:55,12:54,Chu Lai,VCL,Vietnam Airlines,VN1464,3,25L,Departed,VN-A602,A321,0,passenger
2026-02-01,12:25,12:51,Con Dao,VCS,Vietnam Airlines,VN8063,3,25L,Departed,VN-B218,AT75,0,passenger
