Crawl_Date,Scheduled_Time,Actual_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Belt,Status,Tail_Number,Aircraft_Type,Category
2026-02-02,18:10,18:55,Hanoi,HAN,Vietravel Airlines,VU639,1,35L,2.0,Arrived,VN-A129,A321,passenger
2026-02-02,18:20,19:35,Bangkok,DMK,Thai Air Asia,FD638,2,35L,3.0,Bags Delivered,HS-BBR,A320,passenger
2026-02-02,18:30,19:06,Hanoi,HAN,Vietnam Airlines,VN187,1,35L,5.0,Arrived,VN-A508,A21N,passenger
2026-02-02,19:00,18:55,Yangon,RGN,Myanmar Airways International,8M454,2,35L,2.0,Bags Delivered,XY-ALP,E190,passenger
2026-02-02,19:10,19:45,Taipei,TPE,Tigerair Taiwan,IT551,2,35L,2.0,Bags Delivered,B-50018,A320,passenger
2026-02-02,19:35,19:25,Bangkok,BKK,Vietnam Airlines,VN626,2,35L,1.0,Bags Delivered,VN-A336,A321,passenger
2026-02-02,19:35,19:50,Ho Chi Minh City,SGN,VietJet Air,VJ648,1,35L,1.0,Arrived,VN-A547,A21N,passenger
2026-02-02,19:40,19:40,Seoul,ICN,Eastar Jet,ZE597,2,35L,4.0,Bags Delivered,HL8507,B738,passenger
2026-02-02,19:45,19:48,Hanoi,HAN,Vietnam Airlines,VN6071,1,35L,4.0,Arrived,VN-A363,A321,passenger
2026-02-02,19:50,19:50,Seoul,ICN,Air Premia,YP621,2,35L,1.0,Bags Delivered,HL8516,B789,passenger
2026-02-02,19:55,20:37,Phu Quoc Island,PQC,VietJet Air,VJ1718,1,35L,5.0,Arrived,VN-A698,A321,passenger
2026-02-02,20:15,20:17,Haiphong,HPH,VietJet Air,VJ723,1,35L,2.0,Arrived,VN-A635,A321,passenger
2026-02-02,20:15,20:19,Ho Chi Minh City,SGN,Vietnam Airlines,VN142,1,35L,3.0,Arrived,VN-A399,A321,passenger
2026-02-02,20:30,20:42,Nha Trang,CXR,Vietnam Airlines,VN1940,1,35L,2.0,Arrived,VN-A605,A321,passenger
2026-02-02,20:30,20:53,Ho Chi Minh City,SGN,Vietravel Airlines,VU684,1,35L,1.0,Arrived,9H-MLW,A320,passenger
2026-02-02,20:30,20:48,Hanoi,HAN,Vietnam Airlines,VN195,1,35L,4.0,Arrived,VN-A505,A21N,passenger
2026-02-02,21:05,21:52,Hanoi,HAN,VietJet Air,VJ519,1,35L,3.0,Arrived,VN-A544,A321,passenger
2026-02-02,21:10,21:20,Ho Chi Minh City,SGN,Vietnam Airlines,VN146,1,35L,5.0,Arrived,VN-A503,A21N,passenger
2026-02-02,21:25,21:45,Seoul,ICN,Parata Air,WE201,2,Unknown,4.0,Bags Delivered,HL8709,A332,passenger
2026-02-02,21:30,21:30,Bangkok,BKK,Emirates,EK370,2,35L,3.0,Bags Delivered,A6-ENY,B77W,passenger
2026-02-02,21:30,21:50,Seoul,ICN,Korean Air,KE459,2,35L,2.0,Bags Delivered,HL7702,A333,passenger
2026-02-02,21:30,21:40,Manila,MNL,Cebu Pacific,5J5756,2,35L,1.0,Bags Delivered,RP-C4124,A21N,passenger
2026-02-02,21:45,21:55,Seoul,ICN,Asiana Airlines,OZ755,2,35L,1.0,Bags Delivered,HL7754,A333,passenger
2026-02-02,22:00,23:14,Daegu,TAE,T'Way Air,TW29,2,35L,4.0,Bags Delivered,HL8000,B738,passenger
2026-02-02,22:15,22:09,Ho Chi Minh City,SGN,Vietnam Airlines,VN148,1,35L,4.0,Arrived,VN-A390,A321,passenger
2026-02-02,22:20,23:32,Hanoi,HAN,Vietnam Airlines,VN7193,1,35L,3.0,Arrived,VN-A606,A321,passenger
2026-02-02,22:25,22:46,Ho Chi Minh City,SGN,VietJet Air,VJ1622,1,35L,2.0,Arrived,VN-A669,A320,passenger
2026-02-02,22:25,22:13,Macau,MFM,Air Macau,NX976,0,35L,3.0,Bags Delivered,B-MBB,A321,general aviation
2026-02-02,22:30,22:28,Hanoi,HAN,VietJet Air,VJ521,1,35L,3.0,Arrived,VN-A633,A321,passenger
2026-02-02,22:55,23:44,Ho Chi Minh City,SGN,Vietnam Airlines,VN7122,1,35L,4.0,Arrived,9H-MLE,A320,passenger
2026-02-02,23:00,22:57,Macau,MFM,Air Macau,NX978,0,35L,2.0,Bags Delivered,B-MBU,A21N,general aviation
2026-02-02,23:10,00:15,Macau,MFM,VietJet Air,VJ8893,2,Unknown,1.0,Arrived,VN-A550,A21N,passenger
2026-02-02,23:10,23:10,Ho Chi Minh City,SGN,VietJet Air,VJ640,1,35L,1.0,Arrived,VN-A636,A321,passenger
2026-02-02,23:35,23:35,Ho Chi Minh City,SGN,Vietnam Airlines,VN7120,1,Unknown,3.0,On Time,VN-A515,A20N,passenger
2026-02-02,23:35,23:21,Seoul,ICN,T'Way Air,TW13,2,35L,3.0,Arrived,HL8565,B738,passenger
2026-02-02,23:40,00:01,Busan,PUS,Jin Air,LJ183,2,Unknown,3.0,Delayed,HL7560,B738,passenger
2026-02-02,23:40,00:23,Seoul,ICN,Air Seoul,RS511,2,35L,1.0,Delayed,HL8073,A321,passenger
2026-02-02,23:50,23:29,Busan,PUS,Air Busan,BX773,0,35L,2.0,Arrived,HL8055,A320,general aviation
2026-02-02,23:55,00:19,Ho Chi Minh City,SGN,Vietnam Airlines,VN7112,1,Unknown,5.0,On Time,VN-A336,A321,passenger
2026-02-03,00:00,00:10,Ho Chi Minh City,SGN,VietJet Air,VJ642,1,35L,2.0,Arrived,VN-A635,A21N,passenger
2026-02-03,00:05,02:36,Hanoi,HAN,VietJet Air,VJ523,1,35L,1.0,Arrived,VN-A670,A320,passenger
2026-02-03,00:05,00:16,Busan,PUS,Jin Air,LJ111,2,35L,4.0,Bags Delivered,HL8243,B738,passenger
2026-02-03,00:20,00:08,Seoul,ICN,Eastar Jet,ZE593,2,35L,2.0,Bags Delivered,HL8541,B38M,passenger
2026-02-03,00:20,00:56,Ho Chi Minh City,SGN,VietJet Air,VJ636,1,35L,4.0,Arrived,VN-A641,A321,passenger
2026-02-03,00:30,00:35,Seoul,ICN,Jeju Air,7C2217,2,35L,3.0,Bags Delivered,HL8524,B38M,passenger
2026-02-03,00:45,03:11,Cheongju,CJJ,Aero-K Airlines,RF531,2,35L,1.0,Arrived,HL8386,A320,passenger
2026-02-03,01:00,00:42,Busan,PUS,Air Busan,BX7315,0,35L,4.0,Bags Delivered,HL8365,A321,general aviation
2026-02-03,01:10,00:48,Busan,PUS,Korean Air,KE2093,2,35L,2.0,Bags Delivered,HL7702,A333,passenger
2026-02-03,01:45,01:33,Seoul,ICN,VietJet Air,VJ875,2,35L,3.0,Bags Delivered,VN-A684,A321,passenger
2026-02-03,06:35,06:25,Ho Chi Minh City,SGN,VietJet Air,VJ1628,1,35L,1.0,Arrived,VN-A580,A21N,passenger
2026-02-03,07:10,07:10,Hanoi,HAN,VietJet Air,VJ503,1,35L,1.0,Arrived,VN-A661,A321,passenger
2026-02-03,07:25,07:13,Ho Chi Minh City,SGN,Vietnam Airlines,VN106,1,35L,4.0,Arrived,VN-A395,A321,passenger
2026-02-03,07:25,07:06,Hanoi,HAN,Vietnam Airlines,VN157,1,35L,5.0,Arrived,VN-A609,A321,passenger
2026-02-03,07:40,07:25,Ho Chi Minh City,SGN,Bamboo Airways,QH150,1,35L,3.0,Arrived,VN-A596,A20N,passenger
2026-02-03,07:50,07:44,Ho Chi Minh City,SGN,VietJet Air,VJ620,1,35L,2.0,Arrived,VN-A684,A321,passenger
2026-02-03,08:00,07:53,Manila,MNL,Cebu Pacific,5J5758,2,35L,4.0,Bags Delivered,RP-C4138,A20N,passenger
2026-02-03,08:20,08:04,Ho Chi Minh City,SGN,Vietnam Airlines,VN110,1,35L,5.0,Arrived,VN-A603,A321,passenger
2026-02-03,08:40,08:49,Ho Chi Minh City,SGN,VietJet Air,VJ622,1,35L,2.0,Arrived,VN-A543,A21N,passenger
2026-02-03,09:00,08:57,Hanoi,HAN,Bamboo Airways,QH103,1,35L,1.0,Arrived,JU-1410,A320,passenger
2026-02-03,09:05,08:55,Bangkok,DMK,Thai Air Asia,FD634,2,35L,3.0,Bags Delivered,HS-EAF,A21N,passenger
2026-02-03,09:10,09:07,Haiphong,HPH,Vietnam Airlines,VN1671,1,35L,4.0,Arrived,VN-A336,A321,passenger
2026-02-03,09:10,09:11,Hanoi,HAN,Vietnam Airlines,VN163,1,35L,3.0,Arrived,VN-A398,A321,passenger
2026-02-03,09:20,09:10,Hong Kong,HKG,Hong Kong Express Airways,UO552,2,35L,2.0,Bags Delivered,B-HTI,A321,passenger
2026-02-03,09:25,09:38,Ho Chi Minh City,SGN,Vietnam Airlines,VN112,1,35L,4.0,Arrived,VN-A327,A321,passenger
2026-02-03,09:40,09:20,Hanoi,HAN,Vietnam Airlines,VN6081,1,35L,1.0,Arrived,VN-A363,A321,passenger
2026-02-03,09:40,09:50,Ho Chi Minh City,SGN,VietJet Air,VJ624,1,35L,2.0,Arrived,VN-A630,A321,passenger
2026-02-03,09:55,09:45,Bangkok,BKK,Thai Vietjet,VZ964,2,35L,4.0,Bags Delivered,HS-VKC,A320,passenger
2026-02-03,10:05,09:40,Seoul,ICN,VietJet Air,VJ879,2,35L,3.0,Bags Delivered,VN-A667,A321,passenger
2026-02-03,10:20,10:21,Ho Chi Minh City,SGN,Vietravel Airlines,VU672,1,35L,1.0,Arrived,VN-A129,A321,passenger
2026-02-03,10:25,10:31,Ho Chi Minh City,SGN,Vietnam Airlines,VN118,1,35L,3.0,Arrived,VN-A325,A321,passenger
2026-02-03,10:35,10:20,Kuala Lumpur,KUL,Malaysia Airlines,MH746,2,35L,2.0,Bags Delivered,9M-MXS,B738,passenger
2026-02-03,10:40,11:00,Kuala Lumpur,KUL,Air Asia,AK642,2,35L,2.0,Bags Delivered,9M-AGE,A20N,passenger
2026-02-03,10:50,10:40,Ho Chi Minh City,SGN,Vietnam Airlines,VN7116,1,35L,5.0,Arrived,VN-A323,A321,passenger
2026-02-03,10:50,11:02,Ho Chi Minh City,SGN,VietJet Air,VJ626,1,35L,2.0,Arrived,VN-A640,A321,passenger
2026-02-03,10:55,10:55,Seoul,ICN,T'Way Air,TW7,2,35L,3.0,Bags Delivered,HL8513,B38M,passenger
2026-02-03,11:00,11:10,Busan,PUS,VietJet Air,VJ989,2,35L,4.0,Bags Delivered,VN-A633,A321,passenger
2026-02-03,11:00,11:15,Singapore,SIN,Singapore Airlines,SQ172,2,35L,1.0,Bags Delivered,9V-MBF,B38M,passenger
2026-02-03,11:05,11:36,Ho Chi Minh City,SGN,VietJet Air,VJ628,1,35L,4.0,Arrived,VN-A641,A321,passenger
2026-02-03,11:20,11:07,Ho Chi Minh City,SGN,Bamboo Airways,QH154,1,35L,3.0,Arrived,VN-A585,A321,passenger
2026-02-03,11:25,11:25,Ho Chi Minh City,SGN,Vietnam Airlines,VN122,1,35L,5.0,Arrived,VN-A508,A21N,passenger
2026-02-03,11:40,11:38,Hanoi,HAN,Vietnam Airlines,VN165,1,35L,1.0,Arrived,VN-A608,A321,passenger
2026-02-03,11:40,12:00,Taipei,TPE,Eva Air,BR383,2,35L,1.0,Bags Delivered,B-16222,A321,passenger
2026-02-03,11:40,11:40,Hong Kong,HKG,Hong Kong Express Airways,UO502,2,35L,3.0,Bags Delivered,B-LEF,A321,passenger
2026-02-03,11:50,11:50,Kuala Lumpur,KUL,Air Asia,AK648,2,35L,2.0,Bags Delivered,9M-RAM,A20N,passenger
2026-02-03,11:50,11:52,Hanoi,HAN,VietJet Air,VJ507,1,35L,2.0,Arrived,VN-A643,A321,passenger
2026-02-03,12:05,12:05,Kuala Lumpur,KUL,Batik Air Malaysia,OD502,2,35L,4.0,Bags Delivered,9M-LRF,B38M,passenger
2026-02-03,12:10,12:20,Bangkok,DMK,Thai Air Asia,FD636,2,35L,2.0,Bags Delivered,HS-BBI,A320,passenger
2026-02-03,12:25,12:18,Hanoi,HAN,Vietnam Airlines,VN167,1,35L,3.0,Arrived,VN-A616,A21N,passenger
2026-02-03,12:25,12:31,Ho Chi Minh City,SGN,Vietnam Airlines,VN126,1,35L,4.0,Arrived,VN-A392,A321,passenger
2026-02-03,12:30,12:49,Phu Quoc Island,PQC,VietJet Air,VJ718,1,35L,2.0,Arrived,VN-A684,A321,passenger
2026-02-03,12:30,12:50,Seoul,ICN,Jin Air,LJ81,2,35L,4.0,Bags Delivered,HL8017,B738,passenger
2026-02-03,12:30,12:15,Bangkok,BKK,Thai Vietjet,VZ960,2,35L,3.0,Bags Delivered,HS-VKJ,A321,passenger
2026-02-03,12:40,12:35,Da Lat,DLI,Vietnam Airlines,VN1954,1,35L,5.0,Arrived,VN-A336,A321,passenger
2026-02-03,12:40,12:40,Hong Kong,HKG,Hong Kong Express Airways,UO566,0,35L,,Bags Delivered,B-LCI,A320,general aviation
2026-02-03,13:00,13:24,Ho Chi Minh City,SGN,VietJet Air,VJ634,1,35L,1.0,Arrived,VN-A657,A321,passenger
2026-02-03,13:10,13:18,Hanoi,HAN,Vietnam Airlines,VN169,1,35L,3.0,Arrived,VN-A610,A321,passenger
2026-02-03,13:10,13:05,Seoul,ICN,Vietnam Airlines,VN431,2,35L,2.0,Bags Delivered,VN-A503,A21N,passenger
2026-02-03,13:10,13:35,Tokyo,NRT,Vietnam Airlines,VN319,2,35L,4.0,Bags Delivered,VN-A606,A321,passenger
2026-02-03,13:15,13:20,Taipei,TPE,Eva Air,BR1383,0,35L,,Bags Delivered,B-16223,A321,general aviation
2026-02-03,13:25,13:40,Seoul,ICN,Jeju Air,7C2211,2,35L,2.0,Bags Delivered,HL8063,B738,passenger
2026-02-03,13:30,13:00,Manila,MNL,Philippine Airlines,PR585,2,35L,1.0,Bags Delivered,RP-C9902,A321,passenger
2026-02-03,13:40,13:42,Ho Chi Minh City,SGN,Vietnam Airlines,VN6036,1,35L,4.0,Arrived,VN-A359,A321,passenger
2026-02-03,14:00,13:54,Hanoi,HAN,Vietnam Airlines,VN7165,1,35L,5.0,Arrived,VN-A358,A321,passenger
2026-02-03,14:15,14:05,Seoul,ICN,Korean Air,KE457,2,35L,3.0,Bags Delivered,HL8002,A333,passenger
2026-02-03,14:25,14:17,Hanoi,HAN,Vietnam Airlines,VN171,1,35L,3.0,Arrived,VN-A623,A21N,passenger
2026-02-03,14:30,14:36,Ho Chi Minh City,SGN,VietJet Air,VJ630,1,35L,2.0,Arrived,VN-A672,A320,passenger
2026-02-03,14:50,14:53,Ho Chi Minh City,SGN,Bamboo Airways,QH158,1,35L,1.0,Arrived,VN-A227,A321,passenger
2026-02-03,14:50,14:48,Ho Chi Minh City,SGN,Vietnam Airlines,VN132,1,35L,4.0,Arrived,VN-A331,A321,passenger
2026-02-03,14:55,15:01,Hanoi,HAN,VietJet Air,VJ513,1,35L,5.0,Arrived,VN-A637,A321,passenger
2026-02-03,15:05,15:09,Nha Trang,CXR,VietJet Air,VJ580,1,35L,3.0,Arrived,VN-A651,A321,passenger
2026-02-03,15:15,15:51,Kuala Lumpur,KUL,Air Asia,AK640,2,35L,4.0,Bags Delivered,9M-AQD,A320,passenger
2026-02-03,15:20,15:39,Ho Chi Minh City,SGN,VietJet Air,VJ632,1,35L,2.0,Arrived,VN-A667,A321,passenger
2026-02-03,15:35,15:35,Siem Reap,SAI,Air Cambodia,K6840,2,35L,2.0,Bags Delivered,ER-00011,A320,passenger
2026-02-03,15:40,15:40,Singapore,SIN,Singapore Airlines,SQ174,2,35L,1.0,Bags Delivered,9V-MBB,B38M,passenger
2026-02-03,15:40,16:18,Hanoi,HAN,VietJet Air,VJ511,1,35L,1.0,Arrived,VN-A647,A321,passenger
2026-02-03,15:55,15:49,Buon Ma Thuot,BMV,Vietnam Airlines,VN1910,1,35L,3.0,Arrived,VN-A336,A321,passenger
2026-02-03,15:55,15:50,Hong Kong,HKG,Hong Kong Airlines,HX548,0,35L,2.0,Bags Delivered,B-LPX,A321,general aviation
2026-02-03,16:05,16:05,Singapore,SIN,VietJet Air,VJ970,2,35L,4.0,Bags Delivered,VN-A578,A21N,passenger
2026-02-03,16:10,16:10,Kuala Lumpur,KUL,VietJet Air,VJ824,2,35L,3.0,Bags Delivered,VN-A543,A21N,passenger
2026-02-03,16:25,16:32,Taipei,TPE,China Airlines,CI789,2,35L,1.0,Bags Delivered,B-18651,B738,passenger
2026-02-03,16:30,16:27,Hanoi,HAN,Vietnam Airlines,VN173,1,35L,4.0,Arrived,VN-A334,A321,passenger
2026-02-03,16:30,16:22,Can Tho,VCA,VietJet Air,VJ704,1,35L,5.0,Arrived,VN-A641,A321,passenger
2026-02-03,16:35,16:36,Ho Chi Minh City,SGN,Vietnam Airlines,VN134,1,35L,3.0,Arrived,VN-A395,A321,passenger
2026-02-03,16:35,16:50,Singapore,SIN,Scoot,TR314,2,35L,4.0,Bags Delivered,9V-TNI,A20N,passenger
2026-02-03,16:40,17:51,Macau,MFM,VietJet Air,VJ8891,2,35L,2.0,Bags Delivered,VN-A670,A321,passenger
2026-02-03,16:45,18:49,Ho Chi Minh City,SGN,VietJet Air,VJ638,1,35L,1.0,Arrived,VN-A674,A21N,passenger
2026-02-03,17:15,17:20,Taipei,TPE,Starlux Airlines,JX703,0,35L,2.0,Bags Delivered,B-58209,A21N,general aviation
2026-02-03,17:30,18:37,Bangkok,BKK,Thai Vietjet,VZ962,2,35L,3.0,Bags Delivered,HS-VKN,A320,passenger
2026-02-03,17:35,17:16,Macau,MFM,Bamboo Airways,QH9589,2,35L,3.0,Bags Delivered,VN-A585,A321,passenger
2026-02-03,17:35,17:35,Ho Chi Minh City,SGN,Vietnam Airlines,VN136,1,Unknown,3.0,,,,passenger
2026-02-03,17:35,17:35,Hanoi,HAN,Vietnam Airlines,VN179,1,35L,4.0,Arrived,VN-A601,A321,passenger
2026-02-03,17:45,18:04,Hanoi,HAN,VietJet Air,VJ515,1,35L,2.0,Arrived,VN-A639,A321,passenger
2026-02-03,17:45,17:44,Hong Kong,HKG,Hong Kong Express Airways,UO558,2,35L,1.0,Bags Delivered,B-LEG,A321,passenger
2026-02-03,18:05,18:41,Ho Chi Minh City,SGN,Vietnam Airlines,VN140,1,35L,5.0,Arrived,VN-A606,A321,passenger
2026-02-03,18:10,18:15,Hanoi,HAN,Vietravel Airlines,VU639,1,35L,1.0,Arrived,VN-A136,A320,passenger
2026-02-03,18:20,18:20,Bangkok,DMK,Thai Air Asia,FD638,2,35L,4.0,Bags Delivered,HS-BBL,A320,passenger
2026-02-03,18:25,18:47,Taipei,TPE,Tigerair Taiwan,IT551,2,35L,2.0,Bags Delivered,B-50027,A20N,passenger
2026-02-03,18:30,18:26,Hanoi,HAN,Vietnam Airlines,VN187,1,35L,2.0,Arrived,VN-A614,A321,passenger
2026-02-03,19:10,18:50,Kaohsiung,KHH,Tigerair Taiwan,IT585,2,35L,1.0,Bags Delivered,B-50005,A320,passenger
2026-02-03,19:35,19:35,Bangkok,BKK,Vietnam Airlines,VN626,2,35L,2.0,Bags Delivered,VN-A358,A321,passenger
2026-02-03,19:35,20:22,Ho Chi Minh City,SGN,VietJet Air,VJ648,1,35L,3.0,Arrived,VN-A642,A321,passenger
2026-02-03,19:40,19:43,Da Lat,DLI,VietJet Air,VJ728,1,35L,1.0,Arrived,VN-A641,A321,passenger
2026-02-03,19:40,19:40,Seoul,ICN,Eastar Jet,ZE597,2,35L,4.0,Bags Delivered,HL8759,B38M,passenger
2026-02-03,19:45,19:40,Hanoi,HAN,Vietnam Airlines,VN6071,1,35L,5.0,Arrived,VN-A363,A321,passenger
2026-02-03,19:50,19:30,Seoul,ICN,Air Premia,YP621,2,35L,3.0,Bags Delivered,HL8387,B789,passenger
2026-02-03,19:55,20:55,Phu Quoc Island,PQC,VietJet Air,VJ1718,1,35L,3.0,Arrived,VN-A698,A321,passenger
2026-02-03,20:15,20:19,Haiphong,HPH,VietJet Air,VJ723,1,35L,4.0,Arrived,VN-A578,A21N,passenger
2026-02-03,20:15,20:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN142,0,Unknown,,,,,general aviation
2026-02-03,20:30,20:13,Nha Trang,CXR,Vietnam Airlines,VN1940,1,35L,2.0,Arrived,VN-A336,A321,passenger
2026-02-03,20:30,20:41,Ho Chi Minh City,SGN,Vietravel Airlines,VU684,1,35L,1.0,Arrived,9H-MLW,A320,passenger
2026-02-03,20:40,20:48,Hanoi,HAN,Vietnam Airlines,VN195,1,35L,5.0,Arrived,VN-A329,A321,passenger
2026-02-03,21:05,21:20,Hanoi,HAN,VietJet Air,VJ519,1,35L,3.0,Arrived,VN-A635,A321,passenger
2026-02-03,21:10,21:30,Ho Chi Minh City,SGN,Vietnam Airlines,VN146,1,35L,4.0,Arrived,VN-A505,A21N,passenger
2026-02-03,21:25,21:59,Seoul,ICN,Parata Air,WE201,2,35L,2.0,Bags Delivered,HL8714,A332,passenger
2026-02-03,21:30,21:19,Manila,MNL,Cebu Pacific,5J5756,2,35L,1.0,Bags Delivered,RP-C4146,A21N,passenger
2026-02-03,21:30,22:20,Seoul,ICN,Korean Air,KE459,2,35L,3.0,Arrived,HL7720,A333,passenger
2026-02-03,21:45,22:35,Seoul,ICN,Asiana Airlines,OZ755,2,35L,2.0,Bags Delivered,HL7754,A333,passenger
2026-02-03,22:00,22:00,Daegu,TAE,T'Way Air,TW29,2,35L,4.0,Bags Delivered,HL8086,B738,passenger
2026-02-03,22:00,22:46,Ho Chi Minh City,SGN,VietJet Air,VJ646,1,35L,1.0,Arrived,LY-MLN,A320,passenger
2026-02-03,22:10,22:29,Hanoi,HAN,VietJet Air,VJ521,1,35L,3.0,Arrived,VN-A687,A321,passenger
2026-02-03,22:25,22:50,Ho Chi Minh City,SGN,VietJet Air,VJ1622,1,35L,2.0,Arrived,VN-A699,A320,passenger
2026-02-03,22:25,22:10,Macau,MFM,Air Macau,NX976,0,35L,1.0,Bags Delivered,B-MBP,A20N,general aviation
2026-02-03,22:40,23:02,Ho Chi Minh City,SGN,Vietnam Airlines,VN7122,1,35L,5.0,Arrived,9H-MLE,A320,passenger
2026-02-03,22:45,23:34,Ho Chi Minh City,SGN,VietJet Air,VJ640,1,35L,3.0,Arrived,VN-A674,A21N,passenger
2026-02-03,23:00,22:45,Macau,MFM,Air Macau,NX978,0,35L,1.0,Arrived,B-MBU,A21N,general aviation
2026-02-03,23:10,23:05,Macau,MFM,VietJet Air,VJ8893,2,35L,4.0,Arrived,VN-A674,A21N,passenger
2026-02-03,23:35,23:20,Seoul,ICN,T'Way Air,TW13,2,35L,4.0,Arrived,HL8047,B738,passenger
2026-02-03,23:40,00:55,Seoul,ICN,Air Seoul,RS511,2,35L,1.0,Delayed,HL7790,A321,passenger
2026-02-03,23:40,00:20,Busan,PUS,Jin Air,LJ183,2,35L,1.0,Delayed,HL7560,B738,passenger
2026-02-03,23:50,23:30,Busan,PUS,Air Busan,BX773,0,35L,1.0,Arrived,HL8309,A320,general aviation
2026-02-03,23:55,23:42,Ho Chi Minh City,SGN,Vietnam Airlines,VN7112,1,35L,4.0,On Time,VN-A392,A321,passenger
2026-02-04,00:00,00:35,Ho Chi Minh City,SGN,VietJet Air,VJ642,1,35L,2.0,Arrived,VN-A578,A321,passenger
2026-02-04,00:05,00:54,Hanoi,HAN,VietJet Air,VJ523,1,35L,4.0,Arrived,VN-A663,A321,passenger
2026-02-04,00:05,00:10,Busan,PUS,Jin Air,LJ111,2,35L,4.0,Bags Delivered,HL8246,B738,passenger
2026-02-04,00:20,00:00,Seoul,ICN,Eastar Jet,ZE593,2,35L,3.0,Bags Delivered,HL8759,B38M,passenger
2026-02-04,00:20,00:28,Ho Chi Minh City,SGN,VietJet Air,VJ636,1,35L,3.0,Arrived,VN-A642,A321,passenger
2026-02-04,00:30,00:05,Seoul,ICN,Jeju Air,7C2217,2,35L,2.0,Bags Delivered,HL8523,B38M,passenger
2026-02-04,00:45,01:10,Cheongju,CJJ,Aero-K Airlines,RF531,2,35L,1.0,Bags Delivered,HL8743,A320,passenger
2026-02-04,01:00,00:50,Busan,PUS,Air Busan,BX7315,0,35L,3.0,Bags Delivered,HL8256,A321,general aviation
2026-02-04,01:10,01:15,Busan,PUS,Korean Air,KE2093,2,35L,2.0,Bags Delivered,HL7586,A333,passenger
2026-02-04,01:45,01:50,Seoul,ICN,VietJet Air,VJ875,2,35L,3.0,Bags Delivered,VN-A580,A21N,passenger
2026-02-04,04:00,03:45,Manila,MNL,VietJet Air,VJ8021,2,35L,3.0,Bags Delivered,VN-A667,A321,passenger
2026-02-04,06:35,06:31,Ho Chi Minh City,SGN,VietJet Air,VJ1628,1,35L,2.0,Arrived,VN-A644,A321,passenger
2026-02-04,06:45,06:38,Hanoi,HAN,VietJet Air,VJ509,1,35L,5.0,Arrived,VN-A635,A321,passenger
2026-02-04,07:10,07:34,Hanoi,HAN,VietJet Air,VJ503,1,35L,4.0,Arrived,VN-A534,A21N,passenger
2026-02-04,07:25,07:20,Ho Chi Minh City,SGN,Vietnam Airlines,VN106,1,35L,2.0,Arrived,VN-A613,A321,passenger
2026-02-04,07:25,07:09,Hanoi,HAN,Vietnam Airlines,VN157,1,35L,1.0,Arrived,VN-A609,A321,passenger
2026-02-04,07:40,07:27,Ho Chi Minh City,SGN,Bamboo Airways,QH150,1,35L,3.0,Arrived,JU-1410,A320,passenger
2026-02-04,07:50,08:13,Ho Chi Minh City,SGN,VietJet Air,VJ620,1,35L,5.0,Arrived,VN-A636,A321,passenger
2026-02-04,08:20,08:18,Ho Chi Minh City,SGN,Vietnam Airlines,VN110,1,35L,4.0,Arrived,VN-A393,A321,passenger
2026-02-04,09:05,09:05,Bangkok,DMK,Thai Air Asia,FD634,2,35L,4.0,Bags Delivered,HS-EAG,A21N,passenger
2026-02-04,09:10,10:25,Taipei,TPE,China Airlines,CI787,2,35L,1.0,Bags Delivered,B-18102,A21N,passenger
2026-02-04,09:10,09:04,Haiphong,HPH,Vietnam Airlines,VN1671,1,35L,1.0,Arrived,VN-A329,A321,passenger
2026-02-04,09:10,09:11,Hanoi,HAN,Vietnam Airlines,VN163,1,35L,2.0,Arrived,VN-A334,A321,passenger
2026-02-04,09:20,09:20,Hong Kong,HKG,Hong Kong Express Airways,UO552,2,35L,1.0,Bags Delivered,B-HSN,A320,passenger
2026-02-04,09:25,09:35,Ho Chi Minh City,SGN,Vietnam Airlines,VN112,1,35L,3.0,Arrived,VN-A390,A321,passenger
2026-02-04,09:40,09:54,Ho Chi Minh City,SGN,VietJet Air,VJ624,1,35L,4.0,Arrived,VN-A651,A321,passenger
2026-02-04,09:40,09:28,Hanoi,HAN,Vietnam Airlines,VN6081,1,Unknown,5.0,On Time,VN-A363,A321,passenger
2026-02-04,09:55,09:45,Bangkok,BKK,Thai Vietjet,VZ964,2,35L,2.0,Bags Delivered,HS-VKN,A320,passenger
2026-02-04,10:05,09:50,Seoul,ICN,VietJet Air,VJ879,2,35L,4.0,Bags Delivered,VN-A687,A321,passenger
2026-02-04,10:20,10:23,Ho Chi Minh City,SGN,Vietravel Airlines,VU672,1,35L,1.0,Arrived,VN-A136,A320,passenger
2026-02-04,10:25,10:28,Ho Chi Minh City,SGN,Vietnam Airlines,VN118,1,35L,2.0,Arrived,VN-A325,A321,passenger
2026-02-04,10:40,10:35,Kuala Lumpur,KUL,Air Asia,AK642,2,35L,4.0,Bags Delivered,9M-AJG,A320,passenger
2026-02-04,10:45,11:02,Ho Chi Minh City,SGN,VietJet Air,VJ626,1,35L,5.0,Arrived,VN-A685,A321,passenger
2026-02-04,10:50,10:48,Hanoi,HAN,VietJet Air,VJ527,1,35L,3.0,Arrived,VN-A635,A321,passenger
2026-02-04,10:55,10:31,Seoul,ICN,T'Way Air,TW7,2,35L,2.0,Bags Delivered,HL8513,B38M,passenger
